"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T4 , Arg2:T12","Protein","Chemprot","Protein-Protein Interaction",1386491
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T7 , Arg2:T16","Protein","Chemprot","Protein-Protein Interaction",1386491
"CPR:4","Protein","INHIBITOR","Arg1:T1 , Arg2:T13","Protein","Chemprot","Protein-Protein Interaction",1386491
"CPR:4","Protein","INHIBITOR","Arg1:T1 , Arg2:T15","Protein","Chemprot","Protein-Protein Interaction",1386491
"CPR:4","Protein","INHIBITOR","Arg1:T9 , Arg2:T17","Protein","Chemprot","Protein-Protein Interaction",1386491
"CPR:1","Protein","PART-OF","Arg1:T2 , Arg2:T10","Protein","Chemprot","Protein-Protein Interaction",1435788
"CPR:1","Protein","PART-OF","Arg1:T2 , Arg2:T11","Protein","Chemprot","Protein-Protein Interaction",1435788
"CPR:4","Protein","INHIBITOR","Arg1:T17 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",14501155
"CPR:4","Protein","INHIBITOR","Arg1:T17 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",14501155
"CPR:6","Protein","ANTAGONIST","Arg1:T10 , Arg2:T24","Protein","Chemprot","Protein-Protein Interaction",14501155
"CPR:6","Protein","ANTAGONIST","Arg1:T11 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",14501155
"CPR:6","Protein","ANTAGONIST","Arg1:T13 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",14501155
"CPR:6","Protein","ANTAGONIST","Arg1:T15 , Arg2:T27","Protein","Chemprot","Protein-Protein Interaction",14501155
"CPR:6","Protein","ANTAGONIST","Arg1:T8 , Arg2:T23","Protein","Chemprot","Protein-Protein Interaction",14501155
"CPR:6","Protein","ANTAGONIST","Arg1:T10 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",14505791
"CPR:6","Protein","ANTAGONIST","Arg1:T11 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",14505791
"CPR:6","Protein","ANTAGONIST","Arg1:T15 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",14505791
"CPR:6","Protein","ANTAGONIST","Arg1:T17 , Arg2:T21","Protein","Chemprot","Protein-Protein Interaction",14505791
"CPR:6","Protein","ANTAGONIST","Arg1:T18 , Arg2:T21","Protein","Chemprot","Protein-Protein Interaction",14505791
"CPR:6","Protein","ANTAGONIST","Arg1:T6 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",14505791
"CPR:6","Protein","ANTAGONIST","Arg1:T7 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",14505791
"CPR:4","Protein","DOWNREGULATOR","Arg1:T10 , Arg2:T52","Protein","Chemprot","Protein-Protein Interaction",14507109
"CPR:4","Protein","DOWNREGULATOR","Arg1:T10 , Arg2:T53","Protein","Chemprot","Protein-Protein Interaction",14507109
"CPR:4","Protein","DOWNREGULATOR","Arg1:T11 , Arg2:T52","Protein","Chemprot","Protein-Protein Interaction",14507109
"CPR:4","Protein","DOWNREGULATOR","Arg1:T11 , Arg2:T53","Protein","Chemprot","Protein-Protein Interaction",14507109
"CPR:4","Protein","DOWNREGULATOR","Arg1:T8 , Arg2:T52","Protein","Chemprot","Protein-Protein Interaction",14507109
"CPR:4","Protein","DOWNREGULATOR","Arg1:T9 , Arg2:T52","Protein","Chemprot","Protein-Protein Interaction",14507109
"CPR:9","Protein","SUBSTRATE","Arg1:T2 , Arg2:T13","Protein","Chemprot","Protein-Protein Interaction",14507109
"CPR:9","Protein","SUBSTRATE","Arg1:T6 , Arg2:T14","Protein","Chemprot","Protein-Protein Interaction",14507109
"CPR:9","Protein","SUBSTRATE","Arg1:T6 , Arg2:T15","Protein","Chemprot","Protein-Protein Interaction",14507109
"CPR:5","Protein","AGONIST","Arg1:T15 , Arg2:T16","Protein","Chemprot","Protein-Protein Interaction",14507899
"CPR:10","Protein","NOT","Arg1:T16 , Arg2:T33","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T14 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T14 , Arg2:T31","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T2 , Arg2:T21","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:2","Protein","REGULATOR","Arg1:T10 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:2","Protein","REGULATOR","Arg1:T15 , Arg2:T32","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:2","Protein","REGULATOR","Arg1:T2 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:2","Protein","REGULATOR","Arg1:T2 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:2","Protein","REGULATOR","Arg1:T5 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:2","Protein","REGULATOR","Arg1:T6 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:2","Protein","REGULATOR","Arg1:T9 , Arg2:T27","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:2","Protein","REGULATOR","Arg1:T9 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:3","Protein","ACTIVATOR","Arg1:T18 , Arg2:T35","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:3","Protein","ACTIVATOR","Arg1:T5 , Arg2:T23","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:3","Protein","ACTIVATOR","Arg1:T5 , Arg2:T24","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:5","Protein","AGONIST","Arg1:T12 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:5","Protein","AGONIST","Arg1:T4 , Arg2:T34","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:5","Protein","AGONIST","Arg1:T6 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:6","Protein","ANTAGONIST","Arg1:T13 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:6","Protein","ANTAGONIST","Arg1:T13 , Arg2:T31","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:6","Protein","ANTAGONIST","Arg1:T3 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:6","Protein","ANTAGONIST","Arg1:T3 , Arg2:T21","Protein","Chemprot","Protein-Protein Interaction",14508322
"CPR:9","Protein","SUBSTRATE","Arg1:T3 , Arg2:T18","Protein","Chemprot","Protein-Protein Interaction",14523001
"CPR:9","Protein","SUBSTRATE","Arg1:T4 , Arg2:T18","Protein","Chemprot","Protein-Protein Interaction",14523001
"CPR:9","Protein","SUBSTRATE","Arg1:T5 , Arg2:T18","Protein","Chemprot","Protein-Protein Interaction",14523001
"CPR:10","Protein","NOT","Arg1:T11 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",14530799
"CPR:2","Protein","REGULATOR","Arg1:T14 , Arg2:T31","Protein","Chemprot","Protein-Protein Interaction",14530799
"CPR:2","Protein","REGULATOR","Arg1:T16 , Arg2:T32","Protein","Chemprot","Protein-Protein Interaction",14530799
"CPR:4","Protein","DOWNREGULATOR","Arg1:T5 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",14530799
"CPR:4","Protein","DOWNREGULATOR","Arg1:T5 , Arg2:T27","Protein","Chemprot","Protein-Protein Interaction",14530799
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T5 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",14530799
"CPR:4","Protein","INHIBITOR","Arg1:T3 , Arg2:T24","Protein","Chemprot","Protein-Protein Interaction",14530799
"CPR:4","Protein","INHIBITOR","Arg1:T3 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",14530799
"CPR:6","Protein","ANTAGONIST","Arg1:T17 , Arg2:T33","Protein","Chemprot","Protein-Protein Interaction",14530799
"CPR:6","Protein","ANTAGONIST","Arg1:T20 , Arg2:T34","Protein","Chemprot","Protein-Protein Interaction",14530799
"CPR:6","Protein","ANTAGONIST","Arg1:T6 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",14530799
"CPR:4","Protein","INHIBITOR","Arg1:T2 , Arg2:T12","Protein","Chemprot","Protein-Protein Interaction",14587496
"CPR:4","Protein","INHIBITOR","Arg1:T2 , Arg2:T13","Protein","Chemprot","Protein-Protein Interaction",14587496
"CPR:4","Protein","INHIBITOR","Arg1:T6 , Arg2:T12","Protein","Chemprot","Protein-Protein Interaction",14587496
"CPR:4","Protein","INHIBITOR","Arg1:T6 , Arg2:T13","Protein","Chemprot","Protein-Protein Interaction",14587496
"CPR:10","Protein","NOT","Arg1:T10 , Arg2:T24","Protein","Chemprot","Protein-Protein Interaction",14600253
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T10 , Arg2:T23","Protein","Chemprot","Protein-Protein Interaction",14600253
"CPR:9","Protein","SUBSTRATE","Arg1:T11 , Arg2:T23","Protein","Chemprot","Protein-Protein Interaction",14600253
"CPR:9","Protein","SUBSTRATE","Arg1:T11 , Arg2:T24","Protein","Chemprot","Protein-Protein Interaction",14600253
"CPR:9","Protein","SUBSTRATE","Arg1:T12 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",14600253
"CPR:9","Protein","SUBSTRATE","Arg1:T12 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",14600253
"CPR:9","Protein","SUBSTRATE","Arg1:T15 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",14600253
"CPR:9","Protein","SUBSTRATE","Arg1:T5 , Arg2:T18","Protein","Chemprot","Protein-Protein Interaction",14600253
"CPR:9","Protein","SUBSTRATE","Arg1:T6 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",14600253
"CPR:9","Protein","SUBSTRATE","Arg1:T6 , Arg2:T21","Protein","Chemprot","Protein-Protein Interaction",14600253
"CPR:9","Protein","SUBSTRATE","Arg1:T7 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",14600253
"CPR:9","Protein","SUBSTRATE","Arg1:T7 , Arg2:T27","Protein","Chemprot","Protein-Protein Interaction",14600253
"CPR:10","Protein","NOT","Arg1:T3 , Arg2:T17","Protein","Chemprot","Protein-Protein Interaction",14638499
"CPR:10","Protein","NOT","Arg1:T3 , Arg2:T18","Protein","Chemprot","Protein-Protein Interaction",14638499
"CPR:1","Protein","PART-OF","Arg1:T10 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",14638499
"CPR:1","Protein","PART-OF","Arg1:T1 , Arg2:T16","Protein","Chemprot","Protein-Protein Interaction",14638499
"CPR:1","Protein","PART-OF","Arg1:T9 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",14638499
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T7 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",14638499
"CPR:2","Protein","REGULATOR","Arg1:T5 , Arg2:T21","Protein","Chemprot","Protein-Protein Interaction",14638499
"CPR:2","Protein","REGULATOR","Arg1:T7 , Arg2:T23","Protein","Chemprot","Protein-Protein Interaction",14638499
"CPR:10","Protein","NOT","Arg1:T4 , Arg2:T14","Protein","Chemprot","Protein-Protein Interaction",14642426
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T10 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",14642426
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T6 , Arg2:T16","Protein","Chemprot","Protein-Protein Interaction",14642426
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T7 , Arg2:T16","Protein","Chemprot","Protein-Protein Interaction",14642426
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T9 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",14642426
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T12 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",14642426
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T2 , Arg2:T13","Protein","Chemprot","Protein-Protein Interaction",14642426
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T3 , Arg2:T13","Protein","Chemprot","Protein-Protein Interaction",14642426
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T5 , Arg2:T16","Protein","Chemprot","Protein-Protein Interaction",14642426
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T8 , Arg2:T18","Protein","Chemprot","Protein-Protein Interaction",14642426
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T8 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",14642426
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T10 , Arg2:T11","Protein","Chemprot","Protein-Protein Interaction",14656380
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T1 , Arg2:T12","Protein","Chemprot","Protein-Protein Interaction",14656380
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T2 , Arg2:T12","Protein","Chemprot","Protein-Protein Interaction",14656380
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T3 , Arg2:T12","Protein","Chemprot","Protein-Protein Interaction",14656380
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T4 , Arg2:T12","Protein","Chemprot","Protein-Protein Interaction",14656380
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T8 , Arg2:T21","Protein","Chemprot","Protein-Protein Interaction",14656380
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T9 , Arg2:T21","Protein","Chemprot","Protein-Protein Interaction",14656380
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T7 , Arg2:T14","Protein","Chemprot","Protein-Protein Interaction",14656380
"CPR:6","Protein","ANTAGONIST","Arg1:T2 , Arg2:T6","Protein","Chemprot","Protein-Protein Interaction",14680444
"CPR:6","Protein","ANTAGONIST","Arg1:T2 , Arg2:T7","Protein","Chemprot","Protein-Protein Interaction",14680444
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T11 , Arg2:T17","Protein","Chemprot","Protein-Protein Interaction",14692707
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T8 , Arg2:T14","Protein","Chemprot","Protein-Protein Interaction",14692707
"CPR:2","Protein","REGULATOR","Arg1:T7 , Arg2:T12","Protein","Chemprot","Protein-Protein Interaction",14692707
"CPR:2","Protein","REGULATOR","Arg1:T7 , Arg2:T15","Protein","Chemprot","Protein-Protein Interaction",14692707
"CPR:4","Protein","DOWNREGULATOR","Arg1:T1 , Arg2:T13","Protein","Chemprot","Protein-Protein Interaction",14692707
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T2 , Arg2:T13","Protein","Chemprot","Protein-Protein Interaction",14692707
"CPR:1","Protein","PART-OF","Arg1:T4 , Arg2:T23","Protein","Chemprot","Protein-Protein Interaction",14711372
"CPR:9","Protein","PRODUCT-OF","Arg1:T12 , Arg2:T16","Protein","Chemprot","Protein-Protein Interaction",14711372
"CPR:9","Protein","PRODUCT-OF","Arg1:T12 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",14711372
"CPR:9","Protein","SUBSTRATE","Arg1:T9 , Arg2:T16","Protein","Chemprot","Protein-Protein Interaction",14711372
"CPR:9","Protein","SUBSTRATE","Arg1:T9 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",14711372
"CPR:2","Protein","REGULATOR","Arg1:T28 , Arg2:T40","Protein","Chemprot","Protein-Protein Interaction",14719072
"CPR:2","Protein","REGULATOR","Arg1:T28 , Arg2:T42","Protein","Chemprot","Protein-Protein Interaction",14719072
"CPR:2","Protein","REGULATOR","Arg1:T29 , Arg2:T47","Protein","Chemprot","Protein-Protein Interaction",14719072
"CPR:4","Protein","INHIBITOR","Arg1:T22 , Arg2:T39","Protein","Chemprot","Protein-Protein Interaction",14719072
"CPR:4","Protein","INHIBITOR","Arg1:T28 , Arg2:T44","Protein","Chemprot","Protein-Protein Interaction",14719072
"CPR:4","Protein","INHIBITOR","Arg1:T28 , Arg2:T45","Protein","Chemprot","Protein-Protein Interaction",14719072
"CPR:8","Protein","COFACTOR","Arg1:T19 , Arg2:T36","Protein","Chemprot","Protein-Protein Interaction",14719072
"CPR:5","Protein","AGONIST","Arg1:T2 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",14725487
"CPR:5","Protein","AGONIST","Arg1:T4 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",14725487
"CPR:1","Protein","PART-OF","Arg1:T3 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:1","Protein","PART-OF","Arg1:T3 , Arg2:T35","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:2","Protein","REGULATOR","Arg1:T2 , Arg2:T15","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:2","Protein","REGULATOR","Arg1:T7 , Arg2:T51","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T6 , Arg2:T40","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T6 , Arg2:T41","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T6 , Arg2:T42","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:4","Protein","INHIBITOR","Arg1:T1 , Arg2:T43","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:4","Protein","INHIBITOR","Arg1:T1 , Arg2:T44","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:4","Protein","INHIBITOR","Arg1:T4 , Arg2:T32","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:4","Protein","INHIBITOR","Arg1:T4 , Arg2:T33","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:4","Protein","INHIBITOR","Arg1:T4 , Arg2:T34","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:4","Protein","INHIBITOR","Arg1:T4 , Arg2:T36","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:4","Protein","INHIBITOR","Arg1:T6 , Arg2:T37","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:4","Protein","INHIBITOR","Arg1:T6 , Arg2:T38","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:4","Protein","INHIBITOR","Arg1:T6 , Arg2:T39","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:4","Protein","INHIBITOR","Arg1:T7 , Arg2:T48","Protein","Chemprot","Protein-Protein Interaction",14737100
"CPR:10","Protein","NOT","Arg1:T7 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T11 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T12 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T21 , Arg2:T34","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T23 , Arg2:T37","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:2","Protein","REGULATOR","Arg1:T11 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:2","Protein","REGULATOR","Arg1:T12 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:2","Protein","REGULATOR","Arg1:T13 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:2","Protein","REGULATOR","Arg1:T15 , Arg2:T33","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:2","Protein","REGULATOR","Arg1:T16 , Arg2:T33","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:2","Protein","REGULATOR","Arg1:T17 , Arg2:T33","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:2","Protein","REGULATOR","Arg1:T23 , Arg2:T36","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:3","Protein","ACTIVATOR","Arg1:T14 , Arg2:T35","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T10 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T6 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T8 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T9 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:3","Protein","UPREGULATOR","Arg1:T14 , Arg2:T27","Protein","Chemprot","Protein-Protein Interaction",14757703
"CPR:10","Protein","NOT","Arg1:T1 , Arg2:T8","Protein","Chemprot","Protein-Protein Interaction",14767264
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T1 , Arg2:T6","Protein","Chemprot","Protein-Protein Interaction",14767264
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T1 , Arg2:T7","Protein","Chemprot","Protein-Protein Interaction",14767264
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T3 , Arg2:T6","Protein","Chemprot","Protein-Protein Interaction",14767264
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T3 , Arg2:T7","Protein","Chemprot","Protein-Protein Interaction",14767264
"CPR:2","Protein","REGULATOR","Arg1:T2 , Arg2:T6","Protein","Chemprot","Protein-Protein Interaction",14767264
"CPR:2","Protein","REGULATOR","Arg1:T2 , Arg2:T7","Protein","Chemprot","Protein-Protein Interaction",14767264
"CPR:2","Protein","REGULATOR","Arg1:T2 , Arg2:T8","Protein","Chemprot","Protein-Protein Interaction",14767264
"CPR:2","Protein","REGULATOR","Arg1:T3 , Arg2:T8","Protein","Chemprot","Protein-Protein Interaction",14767264
"CPR:4","Protein","INHIBITOR","Arg1:T10 , Arg2:T23","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:4","Protein","INHIBITOR","Arg1:T10 , Arg2:T24","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:4","Protein","INHIBITOR","Arg1:T12 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:4","Protein","INHIBITOR","Arg1:T12 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:4","Protein","INHIBITOR","Arg1:T12 , Arg2:T27","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:4","Protein","INHIBITOR","Arg1:T13 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:4","Protein","INHIBITOR","Arg1:T13 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:4","Protein","INHIBITOR","Arg1:T13 , Arg2:T27","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:4","Protein","INHIBITOR","Arg1:T1 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:4","Protein","INHIBITOR","Arg1:T2 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:4","Protein","INHIBITOR","Arg1:T3 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:4","Protein","INHIBITOR","Arg1:T4 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:4","Protein","INHIBITOR","Arg1:T5 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:4","Protein","INHIBITOR","Arg1:T6 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:4","Protein","INHIBITOR","Arg1:T7 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:4","Protein","INHIBITOR","Arg1:T8 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:4","Protein","INHIBITOR","Arg1:T9 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",14967461
"CPR:9","Protein","PRODUCT-OF","Arg1:T1 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",14984733
"CPR:9","Protein","PRODUCT-OF","Arg1:T1 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",14984733
"CPR:9","Protein","PRODUCT-OF","Arg1:T1 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",14984733
"CPR:9","Protein","PRODUCT-OF","Arg1:T6 , Arg2:T18","Protein","Chemprot","Protein-Protein Interaction",14984733
"CPR:9","Protein","PRODUCT-OF","Arg1:T6 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",14984733
"CPR:4","Protein","INHIBITOR","Arg1:T12 , Arg2:T32","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:4","Protein","INHIBITOR","Arg1:T12 , Arg2:T33","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:4","Protein","INHIBITOR","Arg1:T13 , Arg2:T32","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:4","Protein","INHIBITOR","Arg1:T13 , Arg2:T33","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:4","Protein","INHIBITOR","Arg1:T22 , Arg2:T34","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:4","Protein","INHIBITOR","Arg1:T23 , Arg2:T34","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:4","Protein","INHIBITOR","Arg1:T24 , Arg2:T34","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:4","Protein","INHIBITOR","Arg1:T25 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:4","Protein","INHIBITOR","Arg1:T27 , Arg2:T35","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:4","Protein","INHIBITOR","Arg1:T27 , Arg2:T36","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:4","Protein","INHIBITOR","Arg1:T28 , Arg2:T35","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:4","Protein","INHIBITOR","Arg1:T28 , Arg2:T36","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:4","Protein","INHIBITOR","Arg1:T2 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:4","Protein","INHIBITOR","Arg1:T4 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:9","Protein","SUBSTRATE","Arg1:T10 , Arg2:T31","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:9","Protein","SUBSTRATE","Arg1:T11 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:9","Protein","SUBSTRATE","Arg1:T14 , Arg2:T32","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:9","Protein","SUBSTRATE","Arg1:T14 , Arg2:T33","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:9","Protein","SUBSTRATE","Arg1:T26 , Arg2:T35","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:9","Protein","SUBSTRATE","Arg1:T26 , Arg2:T36","Protein","Chemprot","Protein-Protein Interaction",15066664
"CPR:9","Protein","SUBSTRATE","Arg1:T7 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",15066664
