"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"Inosine","Drug","IL4","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL4","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL4","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ANGPTL4","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ANGPTL4","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ANGPTL4","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ANGPTL4","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IFNG","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IFNG","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IFNG","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IFNG","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IFNG","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ZEB1","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ZEB1","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ZEB1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ZEB1","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL10","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL10","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL10","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL10","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL10","KAWASAKI DISEASE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL10","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","EP300","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","EP300","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","NOS1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK8","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK8","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK8","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK8","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ELAVL1","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ELAVL1","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ELAVL1","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ELAVL1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ELAVL1","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ELAVL1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MYC","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MYC","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL6","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL6","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL6","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL6","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL6","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL6","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL6","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","APOE","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","APOE","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","APOE","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MCL1","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MCL1","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MCL1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MCL1","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PPARGC1A","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PPARGC1A","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PPARGC1A","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PPARGC1A","OSTEOARTHRITIS SUSCEPTIBILITY 1","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PPARGC1A","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PPARGC1A","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","CCL5","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","CCL5","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","CCL5","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","CCL5","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","CCL5","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","CCL5","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","CCL5","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","CCL5","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","TNF","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","TNF","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","TNF","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","TNF","CARONTE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","TNF","HOMOCYSTEINEMIA","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","TNF","SCHIZOPHRENIA","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","TNF","MYASTHENIA GRAVIS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","GCG","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","GCG","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","ENPP1","MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","TCF7L2","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","TCF7L2","SCHIZOPHRENIA","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","TCF7L2","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","KL","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","KL","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","KL","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","IMPACT","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","IMPACT","SCHIZOPHRENIA","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","SERPINE1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","SERPINE1","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","SERPINE1","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","SERPINE1","CARONTE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","IRS1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","SLC2A4","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","SLC2A4","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","TXNIP","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","SIRT1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","SIRT1","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","SIRT1","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","SIRT1","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","SIRT1","HOMOCYSTEINEMIA","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","SIRT1","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","IL1B","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","IL1B","SCHIZOPHRENIA","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","IL1B","MYASTHENIA GRAVIS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","KCNJ11","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","CCL2","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","CCL2","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","CCL2","HOMOCYSTEINEMIA","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","CCL2","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","NEUROD1","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","NEUROD1","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","NEUROD1","SCHIZOPHRENIA","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","NEUROD1","MATURITY-ONSET DIABETES OF THE YOUNG","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","NEUROD1","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","PPARG","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","PPARG","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","PPARG","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","PPARG","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","RAC1","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","RAC1","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","VDR","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","SP1","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","SP1","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","SP1","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","SP1","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","CD40LG","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","GLP1R","LEPTIN DEFICIENCY OR DYSFUNCTION","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","GLP1R","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","GLP1R","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","PRKAA2","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","IGFBP3","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","IGFBP3","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","IAPP","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","IAPP","MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","ADIPOQ","LEPTIN DEFICIENCY OR DYSFUNCTION","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","AKT1","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","AKT1","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","AKT1","CARONTE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","AKT1","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","MAPK14","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","MAPK14","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","MAPK14","CARONTE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","MAPK14","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","MAPK14","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","GCK","MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","GCK","MATURITY-ONSET DIABETES OF THE YOUNG","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","CD79A","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","FGF21","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","FGF21","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","FGF21","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","PDX1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","PDX1","MATURITY-ONSET DIABETES OF THE YOUNG","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","LPL","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","LPL","HYPERLIPIDEMIA, FAMILIAL COMBINED, 3","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","LPL","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","LPL","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","INSR","LEPTIN DEFICIENCY OR DYSFUNCTION","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","INSR","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","INSR","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","INSR","HYPERTENSION, ESSENTIAL","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","PTGS2","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","PTGS2","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","PTGS2","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","PTGS2","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","IFNG","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","RETN","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","RETN","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","RETN","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","RETN","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","RETN","HYPERTENSION, ESSENTIAL","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","CDK5","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","CDK5","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","CDK5","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","CDK5","SCHIZOPHRENIA","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","IL6","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","IL6","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","IL6","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","IL6","MYASTHENIA GRAVIS","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","PLTP","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","PPARGC1A","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin human","Drug","PPARGC1A","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Edodekin alfa","Drug","TLR2","BLOOD GROUP, Ss","Disease","Collected from literature","Collected from literature",""
"Edodekin alfa","Drug","CD40LG","BLOOD GROUP, Ss","Disease","Collected from literature","Collected from literature",""
"Edodekin alfa","Drug","MIR21","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Edodekin alfa","Drug","MIR146A","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Edodekin alfa","Drug","FAS","BLOOD GROUP, Ss","Disease","Collected from literature","Collected from literature",""
"Edodekin alfa","Drug","STAT4","BLOOD GROUP, Ss","Disease","Collected from literature","Collected from literature",""
"Edodekin alfa","Drug","IL37","BLOOD GROUP, Ss","Disease","Collected from literature","Collected from literature",""
"Edodekin alfa","Drug","IL2","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Edodekin alfa","Drug","IFNG","BLOOD GROUP, Ss","Disease","Collected from literature","Collected from literature",""
"Edodekin alfa","Drug","CD4","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Collagenase clostridium histolyticum","Drug","OSM","PULMONARY FIBROSIS, IDIOPATHIC","Disease","Collected from literature","Collected from literature",""
"Collagenase clostridium histolyticum","Drug","TNF","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Collagenase clostridium histolyticum","Drug","TNF","PULMONARY FIBROSIS, IDIOPATHIC","Disease","Collected from literature","Collected from literature",""
"Collagenase clostridium histolyticum","Drug","IL1B","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Collagenase clostridium histolyticum","Drug","SAA1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Collagenase clostridium histolyticum","Drug","JUN","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Collagenase clostridium histolyticum","Drug","TGFB1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Collagenase clostridium histolyticum","Drug","TGFB1","PULMONARY FIBROSIS, IDIOPATHIC","Disease","Collected from literature","Collected from literature",""
"Collagenase clostridium histolyticum","Drug","FOS","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Collagenase clostridium histolyticum","Drug","TIMP1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Collagenase clostridium histolyticum","Drug","IL4","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Collagenase clostridium histolyticum","Drug","IL6","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Collagenase clostridium histolyticum","Drug","IL6","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Collagenase clostridium histolyticum","Drug","IL6","PULMONARY FIBROSIS, IDIOPATHIC","Disease","Collected from literature","Collected from literature",""
"Collagenase clostridium histolyticum","Drug","MMRN1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","IRS2","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","IRS2","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","IRS2","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","TNF","CHOANAL ATRESIA, POSTERIOR","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","TNF","OSTEOARTHRITIS SUSCEPTIBILITY 1","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","TNF","DOWN SYNDROME","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","TNF","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SOCS3","CHOANAL ATRESIA, POSTERIOR","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SOCS3","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SOCS3","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SHBG","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","STAT1","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","STAT1","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","STAT1","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","ESR1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","ESR1","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","ESR1","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","ESR1","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","ESR1","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","ESR1","DOWN SYNDROME","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","ESR1","POLYCYSTIC OVARY SYNDROME 1","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","ESR1","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","HPSE","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PIN1","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PIN1","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","APP","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","APP","NIEMANN-PICK DISEASE, TYPE C1","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","GCG","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","CD74","DOWN SYNDROME","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","AR","CHOANAL ATRESIA, POSTERIOR","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","FN1","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","FN1","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SCD","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SCD","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","FOXO1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","FOXO1","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","FOXO6","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","TCF7L2","CHOANAL ATRESIA, POSTERIOR","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","TCF7L2","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","TCF7L2","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","TCF7L2","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","NFKB1","CHOANAL ATRESIA, POSTERIOR","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","NFKB1","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PTPA","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","LEP","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","VEGFA","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","VEGFA","CHOANAL ATRESIA, POSTERIOR","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PTK2B","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","AGT","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","NOX4","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","C3","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","HDAC9","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","HDAC9","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","HDAC9","OBESITY","Disease","Collected from literature","Collected from literature",""
