InteractorA,Relation,InteractorB
PRKCA,down-regulates,KCNJ13
PRKACA,up-regulates,KCNJ13
RPA2,up-regulates,NBN
H2AX,up-regulates,NBN
MRE11,up-regulates,NBN
ATM,up-regulates,NBN
TCOF1,up-regulates-activity,NBN
ATR,up-regulates,NBN
MDC1,up-regulates,NBN
CSNK2A2,up-regulates-activity,NOL3
CSNK2A1,up-regulates-activity,NOL3
ZNF140,down-regulates-quantity-by-repression,FCGR3B
ZNF91,down-regulates-quantity-by-repression,FCGR3B
CREB1,up-regulates-quantity-by-expression,MITF
POU3F2,up-regulates-quantity-by-expression,MITF
MAPK3,down-regulates-quantity-by-destabilization,MITF
MAPK1,down-regulates,MITF
SOX9,up-regulates-activity,MITF
GSK3A,up-regulates,MITF
UBE2I,down-regulates,MITF
RPS6KA1,down-regulates,MITF
SEMA3B,up-regulates-activity,PLXNA2
GATA6,up-regulates-quantity-by-expression,PLXNA2
SEMA3C,up-regulates-activity,PLXNA2
SDF2L1,up-regulates-activity,LRP4
GEM,down-regulates-activity,ROCK2
GSK3B,down-regulates-activity,CLASP2
ULK2,up-regulates,ATG13
ATG101,up-regulates,ATG13
FOXP1,down-regulates-quantity-by-repression,HIP1R
ATM,up-regulates,RNF40
ARID5B,up-regulates-activity,PHF2
EGFR,unknown,CTNND1
CNOT3,unknown,CAND2
MYT1L,up-regulates-activity,SIN3B
WNT10B,up-regulates,LRP5
WNT7A,up-regulates-activity,LRP5
WNT9A,up-regulates,LRP5
WNT9B,up-regulates,LRP5
WNT1,up-regulates-activity,LRP5
WNT2,up-regulates,LRP5
WNT3A,up-regulates-activity,LRP5
WNT4,up-regulates,LRP5
WNT7B,up-regulates,LRP5
FZD5,up-regulates-activity,LRP5
FZD2,up-regulates-activity,LRP5
WNT2B,up-regulates,LRP5
WNT10A,up-regulates,LRP5
WNT8A,up-regulates,LRP5
WNT5B,up-regulates,LRP5
FZD8,up-regulates-activity,LRP5
FZD4,up-regulates-activity,LRP5
WNT6,up-regulates,LRP5
3C-like proteinase,down-regulates-activity,ATP6V1G1
NFKB1,up-regulates-quantity-by-expression,IEX-1L
RELA,up-regulates-quantity-by-expression,IEX-1L
FBLIM1,up-regulates-activity,FLNB
AKT1,down-regulates,NCOR1
SIRT1,up-regulates,NCOR1
CSNK2A1,up-regulates,VAMP4
MTOR,down-regulates-activity,ULK1
PRKAA2,up-regulates,ULK1
RAB1A,up-regulates-activity,ULK1
PRKAA1,up-regulates-activity,ULK1
SMCR8,down-regulates-quantity,ULK1
SMCR8,down-regulates-activity,ULK1
PRKAB1,up-regulates,ULK1
CSKMT,down-regulates-activity,CS
AURKC,up-regulates-activity,TACC1
CNOT9,up-regulates-activity,GIGYF1
AREL1,down-regulates-quantity-by-destabilization,MTX2
HOXD12,down-regulates-activity,MAF
GSK3A,up-regulates,MAF
GSK3A,down-regulates,MAF
GSK3B,down-regulates,MAF
GSK3B,up-regulates,MAF
PRRX1,down-regulates-activity,MAF
DYRK2,down-regulates-quantity-by-destabilization,KATNA1
KATNB1,up-regulates-quantity-by-stabilization,KATNA1
SOD1,up-regulates-activity,ERN1
HSPA5,down-regulates-activity,ERN1
E,down-regulates-activity,ERN1
PDIA6,down-regulates-activity,ERN1
DAB2IP,up-regulates-activity,ERN1
CHEK1,down-regulates-activity,E2F6
CNTF,up-regulates,CRLF1
NR0B2,down-regulates,NR1I2
RSPO2,up-regulates,LGR5
RSPO3,up-regulates,LGR5
CDC7,up-regulates,PSIP1
CASP3,down-regulates,PSIP1
TNF,up-regulates,TNFRSF21
PPP4C,up-regulates,BANF1
VRK2,down-regulates,BANF1
VRK3,down-regulates-activity,BANF1
VRK1,down-regulates,BANF1
CDK2,up-regulates,SF3B1
CDK2,unknown,SF3B1
DYRK1A,unknown,SF3B1
FUS,up-regulates-quantity-by-stabilization,CSDE1
SRC,up-regulates-activity,DAB1
PTPRG,down-regulates-activity,DAB1
TOP2B,up-regulates-quantity-by-expression,DAB1
STXBP2,up-regulates-activity,STX11
RB1,up-regulates-quantity-by-expression,ITGA10
WNT10B,up-regulates-activity,LRP6
WNT7A,up-regulates-activity,LRP6
DVL1,up-regulates-activity,LRP6
DVL2,up-regulates-activity,LRP6
WNT9A,up-regulates,LRP6
DKK1,down-regulates,LRP6
CDK14,up-regulates,LRP6
WNT11,up-regulates-activity,LRP6
WNT1,up-regulates-activity,LRP6
WNT2,up-regulates,LRP6
CDH1,up-regulates,LRP6
PRKACA,up-regulates-activity,LRP6
MAPK3,up-regulates,LRP6
MAPK1,up-regulates,LRP6
CCN2,up-regulates,LRP6
GRK5,up-regulates,LRP6
WNT5A,up-regulates-activity,LRP6
MAPK8,up-regulates,LRP6
CSNK1A1,up-regulates,LRP6
CSNK1E,up-regulates,LRP6
GSK3B,up-regulates-activity,LRP6
WNT3,up-regulates,LRP6
WNT3A,up-regulates-activity,LRP6
WNT4,up-regulates,LRP6
DAB2,down-regulates,LRP6
CAV1,up-regulates,LRP6
PTH1R,up-regulates,LRP6
FZD5,up-regulates-activity,LRP6
FZD2,up-regulates-activity,LRP6
MEST,down-regulates-activity,LRP6
AMER1,up-regulates-activity,LRP6
CAPRIN2,up-regulates,LRP6
CSNK1A1L,up-regulates,LRP6
KREMEN2,down-regulates,LRP6
WNT8B,up-regulates,LRP6
KREMEN1,up-regulates,LRP6
PIP5K1A,up-regulates,LRP6
WNT10A,up-regulates,LRP6
WNT5B,up-regulates,LRP6
FZD8,up-regulates-activity,LRP6
CSNK1G1,up-regulates,LRP6
WNT16,up-regulates,LRP6
ZNRF3,down-regulates-quantity,LRP6
ZNRF3,down-regulates,LRP6
FZD4,up-regulates-activity,LRP6
MACF1,up-regulates,LRP6
RPS6KA5,unknown,RPS6KA5
RPS6KA5,up-regulates-activity,RPS6KA5
MAPK3,up-regulates,RPS6KA5
MAPK3,up-regulates-activity,RPS6KA5
MAPK1,up-regulates,RPS6KA5
MAPK1,up-regulates-activity,RPS6KA5
MAPK11,up-regulates,RPS6KA5
MAPK14,up-regulates-activity,RPS6KA5
MYC,down-regulates-quantity-by-repression,MYCBP2
RANGAP1,down-regulates-quantity-by-destabilization,MYCBP2
DOT1L,down-regulates-quantity-by-repression,MYCBP2
FOXJ1,up-regulates-quantity-by-expression,SPAG6
POU5F1,up-regulates-quantity-by-expression,LEFTY1
PIAS1,up-regulates,PRDM1
FYN,up-regulates-activity,TOM1L1
RPS6KA4,up-regulates,RPS6KA4
CD3G,up-regulates,RPS6KA4
MAPK3,up-regulates,RPS6KA4
MAPK14,up-regulates,RPS6KA4
PRKCA,unknown,ADAP1
PRKCE,unknown,ADAP1
STK16,unknown,STK16
ATR,up-regulates-activity,WDHD1
REN,up-regulates,ATP6AP2
SMAD7,up-regulates,PPP1R15A
ATF4,up-regulates-quantity-by-expression,PPP1R15A
DDIT3,up-regulates-quantity-by-expression,PPP1R15A
BAG1,down-regulates-activity,PPP1R15A
CSNK2A1,up-regulates-activity,EIF3J
FBXO38,up-regulates-activity,KLF7
FOXO6,up-regulates-quantity-by-expression,IDH1
FOXO3,up-regulates-quantity-by-expression,IDH1
FLT3,up-regulates-activity,IDH1
SREBF1,up-regulates-quantity-by-expression,IDH1
FOXO4,up-regulates-quantity-by-expression,IDH1
SREBF2,up-regulates-quantity-by-expression,IDH1
FOXO1,up-regulates-quantity-by-expression,IDH1
SKP2,down-regulates-quantity-by-destabilization,IDH1
AR,down-regulates-quantity-by-repression,CYP7B1
ASIP,up-regulates,ATRN
EGFR,unknown,STAM2
PTPN1,up-regulates-quantity-by-stabilization,STAM2
PRKACA,down-regulates-activity,GABBR2
PAK3,up-regulates-activity,PAK3
MAPKAPK2,up-regulates,PIAS1
CSNK2A1,up-regulates,PIAS1
PRKAA1,up-regulates-activity,PIAS1
NDN,down-regulates-quantity-by-destabilization,PIAS1
MAPK11,up-regulates-activity,PIAS2
MAPK14,up-regulates-activity,PIAS2
ATM,unknown,RAD17
ATR,up-regulates-activity,RAD17
GSK3B,unknown,CABYR
PTK2,up-regulates-activity,TRIO
CDKL5,up-regulates-activity,CDKL5
MEF2C,up-regulates-quantity-by-expression,CDKL5
HIF1A,up-regulates-quantity-by-expression,STC2
TBX5,down-regulates-quantity-by-repression,SNCG
DFFA,down-regulates,DFFB
CASP3,up-regulates,DFFB
CRX,up-regulates-quantity-by-expression,BEST1
MITF,up-regulates-quantity-by-expression,BEST1
OTX1,up-regulates-quantity-by-expression,BEST1
OTX2,up-regulates-quantity-by-expression,BEST1
SOX9,up-regulates-quantity-by-expression,BEST1
PRKCD,down-regulates-activity,BEST1
SRP19,up-regulates-activity,SRP72
MCM10,down-regulates,RECQL4
UBR1,up-regulates,RECQL4
UBR2,up-regulates,RECQL4
RPS6KB1,down-regulates-activity,URI1
PRKCG,down-regulates-activity,STK17B
TBX5,down-regulates-quantity-by-repression,MTA2
WDR48,up-regulates-activity,USP1
UBE3A,down-regulates-quantity-by-destabilization,ALDH1A2
PRKACA,unknown,TPPP
MAPK1,down-regulates-activity,TPPP
CDK5,down-regulates-activity,TPPP
TET1,up-regulates-quantity-by-expression,SLIT2
ATG7,up-regulates,ATG12
ATG10,up-regulates,ATG12
SAR1A,up-regulates-quantity,SEC24D
ATM,up-regulates-activity,UFL1
CDK1,down-regulates-activity,SUN1
PLK1,down-regulates-activity,SUN1
TP63,up-regulates-quantity-by-expression,SUN1
MYC,down-regulates-quantity-by-repression,DKK1
ASCL1,down-regulates-quantity-by-repression,DKK1
POU5F1,down-regulates-quantity-by-repression,DKK1
CDK1,up-regulates,NFAT5
PTPN6,down-regulates-activity,NFAT5
CDK5,up-regulates,NFAT5
ATM,up-regulates,NFAT5
CCNY,up-regulates,CDK14
MYC,up-regulates-quantity-by-expression,GLS
JUN,up-regulates-quantity-by-expression,GLS
PPARG,down-regulates-quantity-by-repression,GLS
SIRT5,up-regulates-activity,GLS
ESR1,up-regulates-quantity-by-expression,KDM4B
TP53,up-regulates-quantity-by-expression,KDM4B
HIF1A,up-regulates-quantity-by-expression,KDM4B
EPHB2,down-regulates-quantity-by-destabilization,ARHGEF15
NPM1,down-regulates-activity,HEXIM1
HNRNPU,up-regulates-quantity-by-stabilization,HEXIM1
LARP7,down-regulates-activity,HEXIM1
TCEA1,up-regulates,UBR5
MAPK9,down-regulates,MFN2
STOML2,up-regulates-quantity-by-expression,MFN2
TNFRSF6B,down-regulates,TNFSF15
ULK1,up-regulates,GABARAP
ANK3,up-regulates-activity,GABARAP
NBR1,up-regulates,GABARAP
WDFY3,down-regulates-quantity-by-destabilization,GABARAP
ATG3,up-regulates-activity,GABARAP
ATG4B,up-regulates-activity,GABARAP
PRKACA,down-regulates-activity,CACNA1H
NTN1,up-regulates,UNC5C
PINK1,up-regulates-activity,LETM1
BECN1,up-regulates-activity,ZWINT
AURKB,up-regulates-activity,ZWINT
PPP2R5B,up-regulates-activity,KIF20A
AURKB,down-regulates-activity,KIF20A
AURKA,up-regulates-activity,KIF4A
CDK1,up-regulates-activity,KIF4A
PRKAA1,up-regulates-activity,KIF4A
AURKB,up-regulates-activity,KIF4A
GRK2,down-regulates-activity,SNCG
CDK1,up-regulates,KAT7
PLK1,up-regulates,KAT7
SOX2,up-regulates-quantity-by-expression,ABCC6
PLAG1,up-regulates-quantity-by-expression,ABCC6
PLAGL1,up-regulates-quantity-by-expression,ABCC6
E2F1,up-regulates-quantity-by-expression,RASGRP1
RNF146,down-regulates-quantity,TNKS
KCNB1,up-regulates-quantity,VAPB
KCNB2,up-regulates-quantity,VAPB
TOR1A,up-regulates-activity,SNAPIN
PRKACA,up-regulates-activity,SNAPIN
LRRK2,down-regulates,SNAPIN
SRC,up-regulates,MPZL1
PTPN11,down-regulates,MPZL1
SRC,up-regulates-activity,CELF2
IRX1,down-regulates-quantity-by-repression,CELF2
TLE1,up-regulates-activity,SIX3
GNAI3,up-regulates-activity,TNFAIP8
GNAI1,up-regulates-activity,TNFAIP8
MAP3K6,up-regulates-activity,MAP3K6
MAP3K5,up-regulates-quantity-by-stabilization,MAP3K6
CTNNB1,up-regulates-quantity,CCN4
FST,down-regulates-activity,GDF11
TGFBR1,up-regulates-activity,ZFYVE9
TGFBR2,up-regulates-activity,ZFYVE9
RNF180,down-regulates-quantity-by-destabilization,ZIC2
DNMT1,up-regulates-quantity-by-expression,BAG4
CBL,down-regulates,SORBS2
DNMT3B,up-regulates-quantity-by-expression,BAG4
ABL1,up-regulates-activity,AHSA1
MAPKAPK2,down-regulates,PARN
ZC3HAV1,up-regulates-activity,PARN
SNAI1,down-regulates-quantity-by-repression,CLDN7
CTBP1,down-regulates-quantity-by-repression,CLDN7
HDAC1,down-regulates-quantity-by-repression,CLDN7
TLE1,up-regulates-activity,SIX6
TLE5,down-regulates-activity,SIX6
EGFR,down-regulates-quantity-by-destabilization,ABCA1
APOA1,up-regulates-quantity-by-stabilization,ABCA1
PRKACA,up-regulates-activity,ABCA1
MEGF10,up-regulates-activity,ABCA1
SAR1A,up-regulates-quantity,SEC24A
SAR1A,up-regulates-quantity,SEC24B
ACVR1B,up-regulates-activity,TDP2
KLF3,down-regulates-quantity-by-repression,KLF8
KLF1,up-regulates-quantity-by-expression,KLF8
GNB5,down-regulates-activity,ADCY5
NF1,up-regulates,ADCY5
GNAL,up-regulates-activity,ADCY5
BMPR1B,up-regulates-activity,STAMBP
YAP1,up-regulates-quantity-by-expression,FSTL3
PPP3CB,up-regulates,NFATC1
PRKCA,down-regulates-activity,NFATC1
PRKACA,down-regulates,NFATC1
MAPK3,down-regulates,NFATC1
PPP3CC,up-regulates,NFATC1
MAPK10,down-regulates,NFATC1
CDC42,up-regulates-activity,NFATC1
PPP3CA,up-regulates,NFATC1
PPP3CA,up-regulates-activity,NFATC1
MAPK14,down-regulates,NFATC1
BCS1L,up-regulates-activity,LETM1
NTS,down-regulates,NTSR2
WNK1,up-regulates,OXSR1
ATF4,up-regulates-quantity-by-expression,FGF19
6,down-regulates-activity,DDX58
PPP1CC,up-regulates-activity,DDX58
VCP,down-regulates-quantity-by-destabilization,DDX58
PPP1CA,up-regulates-activity,DDX58
CSNK2A1,down-regulates,DDX58
G3BP1,down-regulates-activity,DDX58
G3BP1,up-regulates-quantity,DDX58
RNF135,up-regulates-activity,DDX58
TRIM58,up-regulates-activity,DDX58
MAPKAPK2,up-regulates,BAG2
DNMT1,up-regulates-quantity-by-expression,BAG3
PRKCD,up-regulates,BAG3
DNMT3B,up-regulates-quantity-by-expression,BAG3
TP53,up-regulates-quantity-by-expression,AIFM1
BAK1,up-regulates,AIFM1
NUAK1,down-regulates,LATS1
GCG,up-regulates,LATS1
CDK1,up-regulates,LATS1
PRKACA,up-regulates,LATS1
F2R,down-regulates,LATS1
NF2,up-regulates,LATS1
STK4,up-regulates,LATS1
STK3,up-regulates,LATS1
VEPH1,down-regulates-quantity-by-repression,LATS1
MOB1B,up-regulates,LATS1
NUAK2,down-regulates,LATS1
MOB1A,up-regulates,LATS1
F2RL2,up-regulates-activity,GNA14
P2RY10,up-regulates-activity,GNA14
MLNR,up-regulates-activity,GNA14
GALR2,up-regulates-activity,GNA14
HCRTR1,up-regulates-activity,GNA14
HCRTR2,up-regulates-activity,GNA14
GALR3,up-regulates-activity,GNA14
S1PR2,up-regulates-activity,GNA14
ADRB2,up-regulates-activity,GNA14
ADRB1,up-regulates-activity,GNA14
HTR1A,up-regulates-activity,GNA14
CHRM5,up-regulates-activity,GNA14
CHRM1,up-regulates-activity,GNA14
CHRM3,up-regulates-activity,GNA14
TACR2,up-regulates-activity,GNA14
FPR1,up-regulates-activity,GNA14
CNR1,up-regulates-activity,GNA14
DRD1,up-regulates-activity,GNA14
TBXA2R,up-regulates-activity,GNA14
DRD5,up-regulates-activity,GNA14
EDNRB,up-regulates-activity,GNA14
HRH2,up-regulates-activity,GNA14
FPR2,up-regulates-activity,GNA14
ADRA1D,up-regulates-activity,GNA14
EDNRA,up-regulates-activity,GNA14
TACR1,up-regulates-activity,GNA14
PTAFR,up-regulates-activity,GNA14
F2R,up-regulates-activity,GNA14
HTR1D,up-regulates-activity,GNA14
HTR1B,up-regulates-activity,GNA14
HTR2A,up-regulates-activity,GNA14
HTR2C,up-regulates-activity,GNA14
NMBR,up-regulates-activity,GNA14
ADORA2A,up-regulates-activity,GNA14
ADORA2B,up-regulates-activity,GNA14
TACR3,up-regulates-activity,GNA14
BDKRB2,up-regulates-activity,GNA14
GRPR,up-regulates-activity,GNA14
AGTR1,up-regulates-activity,GNA14
OXTR,up-regulates-activity,GNA14
SSTR2,up-regulates-activity,GNA14
GNRHR,up-regulates-activity,GNA14
CCKAR,up-regulates-activity,GNA14
CCKBR,up-regulates-activity,GNA14
MC4R,up-regulates-activity,GNA14
MC5R,up-regulates-activity,GNA14
HTR7,up-regulates-activity,GNA14
PTGER1,up-regulates-activity,GNA14
ADRA1A,up-regulates-activity,GNA14
HRH1,up-regulates-activity,GNA14
ADRA1B,up-regulates-activity,GNA14
APLNR,up-regulates-activity,GNA14
OPRD1,up-regulates-activity,GNA14
OPRL1,up-regulates-activity,GNA14
HTR2B,up-regulates-activity,GNA14
MC3R,up-regulates-activity,GNA14
PTGFR,up-regulates-activity,GNA14
LPAR6,up-regulates-activity,GNA14
BDKRB1,up-regulates-activity,GNA14
PRLHR,up-regulates-activity,GNA14
HTR6,up-regulates-activity,GNA14
F2RL1,up-regulates-activity,GNA14
MC1R,up-regulates-activity,GNA14
HTR4,up-regulates-activity,GNA14
P2RY14,up-regulates-activity,GNA14
LTB4R,up-regulates-activity,GNA14
FFAR4,up-regulates-activity,GNA14
GPR119,up-regulates-activity,GNA14
LPAR1,up-regulates-activity,GNA14
GHSR,up-regulates-activity,GNA14
KISS1R,up-regulates-activity,GNA14
MCHR2,up-regulates-activity,GNA14
P2RY11,up-regulates-activity,GNA14
MRGPRX2,up-regulates-activity,GNA14
MRGPRX1,up-regulates-activity,GNA14
OXGR1,up-regulates-activity,GNA14
F2RL3,up-regulates-activity,GNA14
S1PR3,up-regulates-activity,GNA14
LPAR4,up-regulates-activity,GNA14
P2RY13,up-regulates-activity,GNA14
NMUR2,up-regulates-activity,GNA14
NMUR1,up-regulates-activity,GNA14
LPAR2,up-regulates-activity,GNA14
CYSLTR2,up-regulates-activity,GNA14
LPAR3,up-regulates-activity,GNA14
UTS2R,up-regulates-activity,GNA14
GPR132,up-regulates-activity,GNA14
CYSLTR1,up-regulates-activity,GNA14
CREB1,down-regulates-quantity-by-repression,SNAI1
SFN,down-regulates,SNAI1
GSK3B,down-regulates,SNAI1
CSNK2A1,up-regulates-quantity-by-stabilization,SNAI1
CSNK2A1,up-regulates,SNAI1
PRKAA1,up-regulates,SNAI1
PRKAA1,up-regulates-quantity-by-stabilization,SNAI1
PAK1,up-regulates,SNAI1
MTA1,up-regulates-quantity-by-expression,SNAI1
PRKD1,down-regulates-activity,SNAI1
PKN1,up-regulates,SNAI1
LATS2,up-regulates,SNAI1
POU5F1,down-regulates-quantity-by-repression,TBX18
POU5F1,down-regulates-quantity-by-repression,EOMES
KMT2E,up-regulates-activity,NCR2
LOX,up-regulates-activity,EFEMP2
FBN1,down-regulates-activity,EFEMP2
AURKA,up-regulates,MBD3
CDK1,up-regulates,PTTG1
MAPK3,up-regulates,PTTG1
MAPK1,up-regulates,PTTG1
CARD11,up-regulates,BCL10
CARD9,up-regulates-quantity-by-stabilization,BCL10
PRKG1,up-regulates,PPP1R17
PRKCA,unknown,HAND1
PRKACA,down-regulates-activity,HAND1
PRKACA,unknown,HAND1
PAK4,up-regulates,PAK4
PAK4,up-regulates-activity,PAK4
MUSK,up-regulates,WNT11
ERG,up-regulates-quantity-by-expression,WNT11
SOSTDC1,down-regulates-activity,WNT11
PPM1D,up-regulates-activity,CHEK2
XRCC3,up-regulates-activity,CHEK2
CHEK2,up-regulates-activity,CHEK2
TTK,up-regulates,CHEK2
PLK1,unknown,CHEK2
PPP2CB,up-regulates-activity,CHEK2
PPP2CA,up-regulates-activity,CHEK2
PRKDC,up-regulates,CHEK2
ATM,up-regulates-activity,CHEK2
ATR,up-regulates-activity,CHEK2
MYCT1,down-regulates-quantity-by-repression,CCNE2
MYC,up-regulates-quantity,LDHA
FGFR1,up-regulates,LDHA
RIPK3,up-regulates,GLUD1
F2RL1,down-regulates-quantity-by-repression,TSPAN15
E2F1,up-regulates-quantity-by-expression,DHFR
TFDP1,up-regulates-quantity-by-expression,DHFR
Non-structural protein 10,down-regulates-activity,MT-CO2
KLF4,down-regulates-quantity-by-repression,SOD1
CHEK2,up-regulates-activity,SOD1
SP1,up-regulates-quantity-by-expression,SOD1
MIF,down-regulates-quantity-by-destabilization,SOD1
EGR1,up-regulates-quantity-by-expression,SOD1
WT1,up-regulates-quantity-by-expression,SOD1
CEBPD,up-regulates-quantity-by-expression,SOD1
BTG2,up-regulates-quantity-by-expression,SOD1
PPARD,up-regulates-quantity-by-expression,SOD1
SQSTM1,down-regulates-quantity-by-destabilization,SOD1
DIP2A,up-regulates-activity,SOD1
MTF1,up-regulates-quantity-by-expression,SOD1
SHH,down-regulates,CP
F2,up-regulates-activity,F8
VWF,up-regulates-quantity-by-stabilization,F8
VWF,up-regulates-activity,F8
CSNK2A3,down-regulates-activity,F8
NCOA1,up-regulates-quantity-by-expression,OTC
PPARGC1A,up-regulates-quantity-by-expression,OTC
PSTPIP1,down-regulates,ABL1
SPAG9,unknown,ABL1
ABL1,up-regulates-activity,ABL1
NTRK1,up-regulates,ABL1
RB1,down-regulates,ABL1
SRC,up-regulates-activity,ABL1
NCK1,down-regulates-activity,ABL1
PTPN1,down-regulates,ABL1
RFX1,up-regulates,ABL1
CBL,down-regulates-quantity-by-destabilization,ABL1
PTPRG,down-regulates-activity,ABL1
TTK,down-regulates,ABL1
GRB2,up-regulates,ABL1
PTPN12,down-regulates-activity,ABL1
STK4,down-regulates,ABL1
PAK2,down-regulates,ABL1
STK3,down-regulates,ABL1
ATM,up-regulates,ABL1
CDON,up-regulates-activity,ABL1
PLK1,up-regulates,CHEK2
ABI1,up-regulates,ABL1
RYBP,down-regulates,ABL1
CLK4,down-regulates,ABL1
SIRT4,down-regulates-activity,GLUD1
EREG,up-regulates,EGFR
JAK2,up-regulates-activity,EGFR
ABL1,up-regulates,EGFR
EGF,up-regulates,EGFR
TGFA,up-regulates-activity,EGFR
ERBB2,up-regulates,EGFR
TP53,up-regulates-quantity-by-expression,EGFR
CDK1,down-regulates,EGFR
RARA,down-regulates-quantity-by-repression,EGFR
SRC,up-regulates-activity,EGFR
SRC,up-regulates,EGFR
AREG,up-regulates,EGFR
AREG,up-regulates-activity,EGFR
PRKCA,down-regulates-activity,EGFR
PTPN2,down-regulates,EGFR
PTPN1,down-regulates-activity,EGFR
CBL,down-regulates-quantity-by-destabilization,EGFR
PTPRG,up-regulates-activity,EGFR
PTPRG,down-regulates-activity,EGFR
MAPK3,down-regulates,EGFR
MAPK1,down-regulates-activity,EGFR
PTPN6,down-regulates,EGFR
BTC,up-regulates,EGFR
CHKA,up-regulates-activity,EGFR
USP8,up-regulates-quantity-by-stabilization,EGFR
EPS15,down-regulates-activity,EGFR
SOX2,up-regulates-quantity-by-expression,EGFR
DUSP3,down-regulates-activity,EGFR
VAV2,up-regulates,EGFR
ADAM17,up-regulates,EGFR
PRKCD,down-regulates-activity,EGFR
PTPN11,down-regulates-activity,EGFR
PTPRJ,up-regulates-quantity-by-stabilization,EGFR
CBLB,down-regulates-activity,EGFR
CAMK2G,down-regulates-activity,EGFR
RIN1,up-regulates,EGFR
PTPRK,unknown,EGFR
MAPK11,down-regulates,EGFR
PKN1,down-regulates-activity,EGFR
MAPK14,down-regulates,EGFR
LRRFIP1,down-regulates-quantity-by-repression,EGFR
EPGN,up-regulates,EGFR
METTL3,up-regulates-quantity-by-expression,EGFR
KTN1,up-regulates-quantity-by-expression,EGFR
AP2M1,down-regulates,EGFR
LRIG1,down-regulates,EGFR
HBEGF,up-regulates,EGFR
GPER1,up-regulates,EGFR
COMMD5,up-regulates-quantity,EGFR
ERRFI1,down-regulates-quantity-by-destabilization,EGFR
ERRFI1,down-regulates-activity,EGFR
ERRFI1,down-regulates,EGFR
ZMYND8,down-regulates-quantity-by-repression,EGFR
CAMK2A,down-regulates-activity,EGFR
SNX9,down-regulates,EGFR
EPN1,down-regulates,EGFR
HIF1A,up-regulates-quantity-by-expression,PGK1
F10,up-regulates-activity,F2
EGF,up-regulates-activity,EGFR
SERPINC1,down-regulates-activity,F2
SERPINA1,down-regulates-activity,F2
GGCX,up-regulates-activity,F2
CSNK2A1,down-regulates-activity,C1R
C1RL,up-regulates-activity,HP
SERPINC1,down-regulates-activity,F9
F11,up-regulates-activity,F9
F7,up-regulates-activity,F9
GGCX,up-regulates-activity,F9
USP8,down-regulates-quantity,EGFR
CEBPA,up-regulates-quantity-by-expression,F9
SERPINC1,down-regulates-activity,F10
F7,up-regulates-activity,F10
GGCX,up-regulates-activity,F10
PLAT,up-regulates-activity,PLG
SRF,up-regulates-quantity-by-expression,PLG
SERPINC1,down-regulates-activity,F12
SERPINA1,down-regulates-activity,F12
ESR1,up-regulates-quantity-by-expression,F12
KLKB1,up-regulates-activity,F12
SERPINE1,down-regulates-activity,F12
SERPING1,down-regulates-activity,F12
MMP12,down-regulates-quantity-by-destabilization,F12
HNF4A,down-regulates-quantity-by-repression,F12
MMP13,down-regulates-quantity-by-destabilization,F12
MMP14,down-regulates-quantity-by-destabilization,F12
SNAI1,up-regulates-quantity-by-expression,PLAU
SRF,up-regulates-quantity-by-expression,PLAU
EIF3E,up-regulates-quantity,PLAU
PLG,up-regulates-activity,PLAT
ATF2,up-regulates-quantity-by-expression,PLAT
CREB1,down-regulates-quantity-by-repression,PLAT
CFD,up-regulates-activity,CFB
CFH,down-regulates-activity,CFB
CREB5,up-regulates-quantity-by-expression,CFB
AGT,up-regulates-activity,REN
WT1,down-regulates-quantity-by-repression,REN
LMAN2,up-regulates-quantity-by-stabilization,SERPINA1
TNF,up-regulates-quantity-by-expression,SERPINA3
IL1A,up-regulates-quantity-by-expression,SERPINA3
IL1B,up-regulates-quantity-by-expression,SERPINA3
JUN,up-regulates-quantity-by-expression,SERPINA3
REN,up-regulates-activity,AGT
ELANE,up-regulates-activity,AGT
CTSG,up-regulates-activity,AGT
ACE,up-regulates-activity,AGT
PRTN3,up-regulates-activity,AGT
ACE2,up-regulates-activity,AGT
ACE2,up-regulates-activity,Angiotensin-1
SMOC1,up-regulates-quantity,Angiotensin-2
DPP3,down-regulates-quantity-by-destabilization,Angiotensin-2
MMP2,down-regulates-quantity-by-destabilization,A2M
CTSE,down-regulates-quantity-by-destabilization,A2M
MMP9,down-regulates-quantity-by-destabilization,A2M
C3,up-regulates-activity,C3
CTSG,up-regulates-activity,C3
CFH,down-regulates-activity,C3
CFHR1,up-regulates-activity,C3
CSMD1,down-regulates-quantity,C3
SPRY4,up-regulates-quantity-by-expression,TIMP1
KLKB1,up-regulates-activity,KNG1
YY2,up-regulates-quantity-by-expression,FOS
CSDE1,down-regulates-quantity,FOS
RPS6KA4,up-regulates-activity,FOS
ETS1,up-regulates-quantity,FOS
CREB1,up-regulates-quantity-by-expression,FOS
PRKACA,up-regulates-activity,FOS
MAPK3,up-regulates-activity,FOS
MAPK3,up-regulates,FOS
ARNT,down-regulates-quantity-by-repression,FOS
MAPK1,up-regulates-activity,FOS
N,up-regulates-quantity-by-expression,FOS
UBE2I,down-regulates-activity,FOS
GTF2I,up-regulates-quantity-by-expression,FOS
RPS6KA1,up-regulates-activity,FOS
TWIST1,up-regulates-quantity-by-expression,FOS
TWIST2,up-regulates-quantity-by-expression,FOS
GPAA1,up-regulates-quantity-by-expression,MYC
ZBTB14,down-regulates-quantity-by-repression,MYC
JAK2,up-regulates-quantity-by-expression,MYC
