"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"PTGS2","Gene","inhibitor","AMINOSALICYLATE POTASSIUM","Drug","DGidb","Drug-Gene Interation",""
"HCAR2","Gene","allosteric modulator","COMPOUND 42","Drug","DGidb","Drug-Gene Interation","22420767"
"UTS2R","Gene","agonist","FL104","Drug","DGidb","Drug-Gene Interation",""
"ERG","Gene","blocker","DOFETILIDE","Drug","DGidb","Drug-Gene Interation",""
"CHRNA1","Gene","antagonist","MIVACURIUM CHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"CACNA1D","Gene","blocker","DRONEDARONE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"GABRB1","Gene","agonist","GABOXADOL","Drug","DGidb","Drug-Gene Interation",""
"PIK3CG","Gene","inhibitor","GSK2636771","Drug","DGidb","Drug-Gene Interation",""
"FAAH2","Gene","inhibitor","LY2077855","Drug","DGidb","Drug-Gene Interation",""
"MMP13","Gene","inhibitor","BATIMASTAT","Drug","DGidb","Drug-Gene Interation",""
"PIK3CB","Gene","inhibitor","SERABELISIB","Drug","DGidb","Drug-Gene Interation",""
"PTGS2","Gene","inhibitor","KETOPROFEN","Drug","DGidb","Drug-Gene Interation",""
"MC5R","Gene","antagonist","HS024","Drug","DGidb","Drug-Gene Interation",""
"RAF1","Gene","antisense oligonucleotide","ISIS 5132","Drug","DGidb","Drug-Gene Interation",""
"TAOK3","Gene","inhibitor","COMPOUND 89S","Drug","DGidb","Drug-Gene Interation","19115845"
"AURKC","Gene","inhibitor","DANUSERTIB","Drug","DGidb","Drug-Gene Interation",""
"AVPR2","Gene","agonist","OXYTOCIN","Drug","DGidb","Drug-Gene Interation",""
"AURKA","Gene","inhibitor","AMG-900","Drug","DGidb","Drug-Gene Interation",""
"MLST8","Gene","inhibitor","AZD8055","Drug","DGidb","Drug-Gene Interation",""
"CACNA1G","Gene","blocker","BEPRIDIL HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"EGFR","Gene","inhibitor","VANDETANIB","Drug","DGidb","Drug-Gene Interation",""
"MTOR","Gene","inhibitor","SAMOTOLISIB","Drug","DGidb","Drug-Gene Interation",""
"FGFR3","Gene","inhibitor","XL-999","Drug","DGidb","Drug-Gene Interation",""
"RRM1","Gene","inhibitor","GALLIUM NITRATE","Drug","DGidb","Drug-Gene Interation",""
"TLR7","Gene","antagonist","HYDROXYCHLOROQUINE","Drug","DGidb","Drug-Gene Interation",""
"HTR1A","Gene","agonist","VILAZODONE","Drug","DGidb","Drug-Gene Interation",""
"KCNMA1","Gene","blocker","IBERIOTOXIN","Drug","DGidb","Drug-Gene Interation",""
"KCNK3","Gene","activator","HALOTHANE","Drug","DGidb","Drug-Gene Interation",""
"ERAP1","Gene","inhibitor","COMPOUND 17","Drug","DGidb","Drug-Gene Interation","23916253"
"INPP5A","Gene","inhibitor","COMPOUND 5","Drug","DGidb","Drug-Gene Interation",""
"CACNA1C","Gene","modulator","IMAGABALIN","Drug","DGidb","Drug-Gene Interation",""
"SSTR3","Gene","agonist","[111IN,90Y]DOTA-NOC","Drug","DGidb","Drug-Gene Interation",""
"LTK","Gene","inhibitor","GILTERITINIB","Drug","DGidb","Drug-Gene Interation",""
"AR","Gene","inhibitor","ODM-201","Drug","DGidb","Drug-Gene Interation",""
"HTR2A","Gene","antagonist","LY215840","Drug","DGidb","Drug-Gene Interation",""
"PPARG","Gene","agonist","FARGLITAZAR","Drug","DGidb","Drug-Gene Interation",""
"GRM2","Gene","allosteric modulator","4-MPPTS","Drug","DGidb","Drug-Gene Interation",""
"DRD2","Gene","partial agonist","BREXPIPRAZOLE","Drug","DGidb","Drug-Gene Interation",""
"KCNN2","Gene","inhibitor","APAMIN","Drug","DGidb","Drug-Gene Interation",""
"HTR2A","Gene","antagonist","L-741,626","Drug","DGidb","Drug-Gene Interation",""
"CPM","Gene","inhibitor","COMPOUND 3","Drug","DGidb","Drug-Gene Interation","14640538"
"MAPK14","Gene","inhibitor","RWJ-67657","Drug","DGidb","Drug-Gene Interation",""
"HTR1D","Gene","agonist","[3H]5-CT","Drug","DGidb","Drug-Gene Interation",""
"MAPK1","Gene","inhibitor","COMPOUND 27","Drug","DGidb","Drug-Gene Interation","29775310"
"FLT3","Gene","inhibitor","SITRAVATINIB","Drug","DGidb","Drug-Gene Interation",""
"ADRA2C","Gene","antagonist","YOHIMBINE","Drug","DGidb","Drug-Gene Interation",""
"FGFR2","Gene","inhibitor","LENVATINIB","Drug","DGidb","Drug-Gene Interation",""
"HGF","Gene","antibody","RILOTUMUMAB","Drug","DGidb","Drug-Gene Interation",""
"MAP2K1","Gene","inhibitor","AZD6244","Drug","DGidb","Drug-Gene Interation",""
"SMO","Gene","inhibitor","LDE 225","Drug","DGidb","Drug-Gene Interation",""
"CNR2","Gene","agonist","GW842166X","Drug","DGidb","Drug-Gene Interation",""
"HMGCR","Gene","inhibitor","ROSUVASTATIN","Drug","DGidb","Drug-Gene Interation",""
"CHRM1","Gene","antagonist","4-DAMP","Drug","DGidb","Drug-Gene Interation",""
"CHRNA4","Gene","agonist","TC-6499","Drug","DGidb","Drug-Gene Interation",""
"MAPK14","Gene","inhibitor","AZD-6703","Drug","DGidb","Drug-Gene Interation",""
"ADRA1A","Gene","agonist","MEPHENTERMINE SULFATE","Drug","DGidb","Drug-Gene Interation",""
"MET","Gene","inhibitor","TIVANTINIB","Drug","DGidb","Drug-Gene Interation",""
"CMA1","Gene","inhibitor","JNJ-10311795","Drug","DGidb","Drug-Gene Interation",""
"CCR2","Gene","antagonist","TAK-779","Drug","DGidb","Drug-Gene Interation",""
"TUBB3","Gene","inhibitor","BRENTUXIMAB VEDOTIN","Drug","DGidb","Drug-Gene Interation",""
"CDK18","Gene","inhibitor","AZD-5438","Drug","DGidb","Drug-Gene Interation",""
"MLNR","Gene","agonist","[L-BPA5,ILE13]MOTILIN (HUMAN)","Drug","DGidb","Drug-Gene Interation",""
"CHRM1","Gene","antagonist","CLIDINIUM BROMIDE","Drug","DGidb","Drug-Gene Interation",""
"P2RY4","Gene","agonist","(N)METHANOCARBA-UTP","Drug","DGidb","Drug-Gene Interation",""
"CACNA1D","Gene","modulator","GABAPENTIN","Drug","DGidb","Drug-Gene Interation",""
"NR1H2","Gene","agonist","L-783483","Drug","DGidb","Drug-Gene Interation",""
"PRKX","Gene","inhibitor","GSK690693","Drug","DGidb","Drug-Gene Interation",""
"MERTK","Gene","inhibitor","RIPK1 INHIBITOR 22B","Drug","DGidb","Drug-Gene Interation",""
"ESRRB","Gene","agonist","DAIDZEIN","Drug","DGidb","Drug-Gene Interation",""
"GABRE","Gene","positive modulator","HALOTHANE","Drug","DGidb","Drug-Gene Interation",""
"ADRB1","Gene","antagonist","PENBUTOLOL SULFATE","Drug","DGidb","Drug-Gene Interation",""
"ADRB2","Gene","antagonist","NEBIVOLOL HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"SPHK1","Gene","inhibitor","SLM6071469","Drug","DGidb","Drug-Gene Interation",""
"RARA","Gene","antagonist","RO 41-5253","Drug","DGidb","Drug-Gene Interation",""
"MAP2K1","Gene","inhibitor","TRAMETINIB DIMETHYL SULFOXIDE","Drug","DGidb","Drug-Gene Interation",""
"ACACA","Gene","inhibitor","COMPOUND 21","Drug","DGidb","Drug-Gene Interation","23981033"
"EPHB1","Gene","inhibitor","VANDETANIB","Drug","DGidb","Drug-Gene Interation",""
"CHEK2","Gene","inhibitor","CCT241533","Drug","DGidb","Drug-Gene Interation",""
"MAPK9","Gene","inhibitor","RGB-286638","Drug","DGidb","Drug-Gene Interation",""
"VKORC1","Gene","inhibitor","PHENINDIONE","Drug","DGidb","Drug-Gene Interation",""
"ADORA2A","Gene","antagonist","MRS1042","Drug","DGidb","Drug-Gene Interation",""
"GRIA1","Gene","antagonist","TEZAMPANEL","Drug","DGidb","Drug-Gene Interation",""
"NAT1","Gene","inhibitor","NEFAZODONE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"SLC10A2","Gene","inhibitor","264W94","Drug","DGidb","Drug-Gene Interation",""
"OPRK1","Gene","antagonist","5'-GUANIDINONALTRINDOLE","Drug","DGidb","Drug-Gene Interation",""
"ADRA1B","Gene","antagonist","INDORAMIN","Drug","DGidb","Drug-Gene Interation",""
"DRD2","Gene","agonist","SUMANIROLE","Drug","DGidb","Drug-Gene Interation",""
"ACVRL1","Gene","inhibitor","COMPOUND 13R","Drug","DGidb","Drug-Gene Interation","23639540"
"PIK3CD","Gene","inhibitor","PICTILISIB","Drug","DGidb","Drug-Gene Interation",""
"ADRB1","Gene","antagonist","NEBIVOLOL HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"BCL2L2","Gene","inhibitor","NAVITOCLAX","Drug","DGidb","Drug-Gene Interation",""
"NDUFA9","Gene","inhibitor","NV-128","Drug","DGidb","Drug-Gene Interation",""
"ADORA2B","Gene","antagonist","THEOPHYLLINE","Drug","DGidb","Drug-Gene Interation",""
"TNFSF13B","Gene","inhibitor","BLISIBIMOD","Drug","DGidb","Drug-Gene Interation",""
"PRKAB1","Gene","activator","MT47-100","Drug","DGidb","Drug-Gene Interation",""
"PIK3CD","Gene","inhibitor","PKI-587","Drug","DGidb","Drug-Gene Interation",""
"NPFFR1","Gene","agonist","NEUROPEPTIDE FF","Drug","DGidb","Drug-Gene Interation",""
"CHRM4","Gene","antagonist","TOLTERODINE","Drug","DGidb","Drug-Gene Interation",""
"MLNR","Gene","agonist","[D-BPA5,ILE13]MOTILIN (HUMAN)","Drug","DGidb","Drug-Gene Interation",""
"IL4","Gene","inhibitor","PASCOLIZUMAB","Drug","DGidb","Drug-Gene Interation",""
"GABBR2","Gene","agonist","Lesogaberan","Drug","DGidb","Drug-Gene Interation",""
"SCN1A","Gene","blocker","MEPHENYTOIN","Drug","DGidb","Drug-Gene Interation",""
"SCN11A","Gene","blocker","FOSPHENYTOIN SODIUM","Drug","DGidb","Drug-Gene Interation",""
"HTR1A","Gene","agonist","FLIBANSERIN","Drug","DGidb","Drug-Gene Interation",""
"JAK3","Gene","inhibitor","LASW1393","Drug","DGidb","Drug-Gene Interation",""
"RXRB","Gene","agonist","ACITRETIN","Drug","DGidb","Drug-Gene Interation",""
"BDKRB2","Gene","antagonist","FR173657","Drug","DGidb","Drug-Gene Interation",""
"MC4R","Gene","agonist","RY764","Drug","DGidb","Drug-Gene Interation",""
"CACNG3","Gene","modulator","GABAPENTIN","Drug","DGidb","Drug-Gene Interation",""
"PSMB3","Gene","inhibitor","IXAZOMIB CITRATE","Drug","DGidb","Drug-Gene Interation",""
"SCN3A","Gene","blocker","MERETHOXYLLINE PROCAINE","Drug","DGidb","Drug-Gene Interation",""
"HTR1A","Gene","agonist","PERGOLIDE","Drug","DGidb","Drug-Gene Interation",""
"AURKA","Gene","inhibitor","SNS-314","Drug","DGidb","Drug-Gene Interation",""
"FFAR1","Gene","agonist","ROSIGLITAZONE","Drug","DGidb","Drug-Gene Interation",""
"ESR1","Gene","agonist","ESTRADIOL ACETATE","Drug","DGidb","Drug-Gene Interation",""
"SCN8A","Gene","blocker","NKTR-171","Drug","DGidb","Drug-Gene Interation",""
"GABRA1","Gene","positive modulator","INDIPLON","Drug","DGidb","Drug-Gene Interation",""
"ADORA3","Gene","agonist","REGADENOSON","Drug","DGidb","Drug-Gene Interation",""
"HTR2B","Gene","agonist","ERGOTAMINE","Drug","DGidb","Drug-Gene Interation",""
"HCAR2","Gene","agonist","MK 6892","Drug","DGidb","Drug-Gene Interation",""
"PPARG","Gene","agonist","LINOLEIC ACID","Drug","DGidb","Drug-Gene Interation",""
"PIK3R4","Gene","inhibitor","BYL719","Drug","DGidb","Drug-Gene Interation",""
"CDK9","Gene","inhibitor","KINASE INHIBITOR 2","Drug","DGidb","Drug-Gene Interation","30199702"
"FPR3","Gene","agonist","HUMANIN","Drug","DGidb","Drug-Gene Interation",""
"PREP","Gene","inhibitor","POSTSTATIN","Drug","DGidb","Drug-Gene Interation",""
"PIK3C2A","Gene","inhibitor","BYL719","Drug","DGidb","Drug-Gene Interation",""
"MAP2K1","Gene","inhibitor","BINIMETINIB","Drug","DGidb","Drug-Gene Interation",""
"ERBB4","Gene","inhibitor","JNJ-26483327","Drug","DGidb","Drug-Gene Interation",""
"PDGFRB","Gene","inhibitor","PK10571","Drug","DGidb","Drug-Gene Interation",""
"NTRK2","Gene","inhibitor","AZD1332","Drug","DGidb","Drug-Gene Interation",""
"PRKCG","Gene","inhibitor","ENZASTAURIN","Drug","DGidb","Drug-Gene Interation",""
"GRM8","Gene","allosteric modulator","AZ12216052","Drug","DGidb","Drug-Gene Interation",""
"SCN9A","Gene","blocker","LIDOCAINE","Drug","DGidb","Drug-Gene Interation",""
"NR3C1","Gene","agonist","METHYLPREDNISOLONE","Drug","DGidb","Drug-Gene Interation",""
"PIK3CA","Gene","inhibitor","GDC-0032","Drug","DGidb","Drug-Gene Interation",""
"HRH3","Gene","agonist","GR 175737","Drug","DGidb","Drug-Gene Interation",""
"PIK3C2G","Gene","inhibitor","BEZ235","Drug","DGidb","Drug-Gene Interation",""
"KCNN2","Gene","activator","CYPPA","Drug","DGidb","Drug-Gene Interation",""
"RYR3","Gene","antagonist","DANTROLENE SODIUM","Drug","DGidb","Drug-Gene Interation",""
"XPNPEP2","Gene","inhibitor","APSTATIN","Drug","DGidb","Drug-Gene Interation",""
"ABL1","Gene","inhibitor","COMPOUND 24","Drug","DGidb","Drug-Gene Interation","23441572"
"PIK3CB","Gene","inhibitor","LY 294002","Drug","DGidb","Drug-Gene Interation",""
"CSF1R","Gene","inhibitor","BLZ945","Drug","DGidb","Drug-Gene Interation",""
"MTOR","Gene","inhibitor","PI-103","Drug","DGidb","Drug-Gene Interation",""
"ERBB2","Gene","inhibitor","AZD8931","Drug","DGidb","Drug-Gene Interation",""
"TUBB8","Gene","inhibitor","PACLITAXEL","Drug","DGidb","Drug-Gene Interation",""
"HDAC11","Gene","inhibitor","KA1010","Drug","DGidb","Drug-Gene Interation",""
"TUBB6","Gene","inhibitor","FOSBRETABULIN DISODIUM","Drug","DGidb","Drug-Gene Interation",""
"TRPC1","Gene","blocker","2-APB","Drug","DGidb","Drug-Gene Interation",""
"BDKRB1","Gene","agonist","T-KININ","Drug","DGidb","Drug-Gene Interation",""
"ADCYAP1R1","Gene","agonist","[ARG16]CHICKEN SECRETIN","Drug","DGidb","Drug-Gene Interation",""
"GUCY1B1","Gene","activator","SODIUM NITROPRUSSIDE","Drug","DGidb","Drug-Gene Interation",""
"ADRA1A","Gene","agonist","EPINEPHRINE","Drug","DGidb","Drug-Gene Interation",""
"SLC1A2","Gene","inhibitor","SYM2081","Drug","DGidb","Drug-Gene Interation",""
"TRPV2","Gene","blocker","LA3+","Drug","DGidb","Drug-Gene Interation",""
"CHRM4","Gene","allosteric modulator","STRYCHNINE","Drug","DGidb","Drug-Gene Interation",""
"KCNS2","Gene","blocker","GUANIDINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"BRAF","Gene","inhibitor","REGORAFENIB","Drug","DGidb","Drug-Gene Interation",""
"FLT4","Gene","inhibitor","LENVATINIB","Drug","DGidb","Drug-Gene Interation",""
"GABRQ","Gene","positive modulator","ESTAZOLAM","Drug","DGidb","Drug-Gene Interation",""
"GJD4","Gene","inhibitor","OCTANOL","Drug","DGidb","Drug-Gene Interation",""
"CHRM1","Gene","allosteric modulator","VU0029767","Drug","DGidb","Drug-Gene Interation",""
"PTGER4","Gene","agonist","BERAPROST","Drug","DGidb","Drug-Gene Interation",""
"ADRB1","Gene","agonist","MIRABEGRON","Drug","DGidb","Drug-Gene Interation",""
"TUBA4A","Gene","inhibitor","DOCETAXEL HYDRATE","Drug","DGidb","Drug-Gene Interation",""
"CPB1","Gene","inhibitor","COMPOUND 3","Drug","DGidb","Drug-Gene Interation","14640538"
"SSTR3","Gene","agonist","OCTREOTIDE","Drug","DGidb","Drug-Gene Interation",""
"MCL1","Gene","antagonist","VENETOCLAX","Drug","DGidb","Drug-Gene Interation",""
"CDK9","Gene","inhibitor","TRILACICLIB","Drug","DGidb","Drug-Gene Interation",""
"CHRM3","Gene","antagonist","AFDX384","Drug","DGidb","Drug-Gene Interation",""
"PAK4","Gene","inhibitor","PF-3758309","Drug","DGidb","Drug-Gene Interation",""
"SRC","Gene","inhibitor","CCT241161","Drug","DGidb","Drug-Gene Interation",""
"ADRB2","Gene","agonist","ALBUTEROL","Drug","DGidb","Drug-Gene Interation",""
"FLT4","Gene","inhibitor","BRIVANIB ALANINATE","Drug","DGidb","Drug-Gene Interation",""
"GABRR3","Gene","agonist","5-ME-IAA","Drug","DGidb","Drug-Gene Interation",""
"ESR1","Gene","modulator","ACOLBIFENE","Drug","DGidb","Drug-Gene Interation",""
"ASIC3","Gene","blocker","DIMINAZENE","Drug","DGidb","Drug-Gene Interation",""
"PTGS2","Gene","inhibitor","INDOMETHACIN SODIUM","Drug","DGidb","Drug-Gene Interation",""
"NOS2","Gene","inhibitor","GW274150","Drug","DGidb","Drug-Gene Interation",""
"KCNN4","Gene","blocker","NITRENDIPINE","Drug","DGidb","Drug-Gene Interation",""
"TACR2","Gene","antagonist","GR94800","Drug","DGidb","Drug-Gene Interation",""
"MVD","Gene","inhibitor","6-FLUOROMEVALONATE 5-DIPHOSPHATE","Drug","DGidb","Drug-Gene Interation",""
"P2RY12","Gene","antagonist","CLOPIDOGREL BISULFATE","Drug","DGidb","Drug-Gene Interation",""
"MAP2K1","Gene","inhibitor","AZD8330","Drug","DGidb","Drug-Gene Interation",""
"CXCR4","Gene","antagonist","MSX-122","Drug","DGidb","Drug-Gene Interation",""
"CA5A","Gene","activator","HISTAMINE","Drug","DGidb","Drug-Gene Interation",""
"SLC18A2","Gene","inhibitor","[125I]IODOVINYL-TBZ","Drug","DGidb","Drug-Gene Interation",""
"GABRA6","Gene","blocker","PICROTOXIN","Drug","DGidb","Drug-Gene Interation",""
"EDNRA","Gene","antagonist","ENRASENTAN","Drug","DGidb","Drug-Gene Interation",""
"GJD3","Gene","inhibitor","FLUFENAMIC ACID","Drug","DGidb","Drug-Gene Interation",""
"AVPR1A","Gene","antagonist","TOLVAPTAN","Drug","DGidb","Drug-Gene Interation",""
"HCRTR1","Gene","antagonist","LEMBOREXANT","Drug","DGidb","Drug-Gene Interation",""
"NDUFAF4","Gene","inhibitor","METFORMIN HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"IRAK4","Gene","inhibitor","COMPOUND 7","Drug","DGidb","Drug-Gene Interation",""
"HRH1","Gene","antagonist","LEVOCABASTINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"PTGIR","Gene","agonist","TAPROSTENE","Drug","DGidb","Drug-Gene Interation",""
"SSTR1","Gene","agonist","CST-17","Drug","DGidb","Drug-Gene Interation",""
"PIK3CA","Gene","inhibitor","PILARALISIB","Drug","DGidb","Drug-Gene Interation",""
"PIK3CA","Gene","inhibitor","PWT-33587","Drug","DGidb","Drug-Gene Interation",""
"KDR","Gene","inhibitor","COMPOUND 19A","Drug","DGidb","Drug-Gene Interation","30503936"
"CXCR4","Gene","agonist","CXCL12Î?","Drug","DGidb","Drug-Gene Interation",""
"UGCG","Gene","inhibitor","ELIGLUSTAT TARTRATE","Drug","DGidb","Drug-Gene Interation",""
"ADRA1B","Gene","antagonist","PRAZOSIN HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"KDR","Gene","inhibitor","CABOZANTINIB","Drug","DGidb","Drug-Gene Interation",""
"CDK9","Gene","inhibitor","ICEC0942","Drug","DGidb","Drug-Gene Interation",""
"MMP15","Gene","inhibitor","SL422","Drug","DGidb","Drug-Gene Interation",""
"ASIC3","Gene","activator","ARCAINE","Drug","DGidb","Drug-Gene Interation",""
"ESR2","Gene","modulator","RALOXIFENE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"HTR1D","Gene","agonist","RIZATRIPTAN BENZOATE","Drug","DGidb","Drug-Gene Interation",""
"ESR1","Gene","agonist","MK-6913","Drug","DGidb","Drug-Gene Interation",""
"MT-ND5","Gene","inhibitor","ME-344","Drug","DGidb","Drug-Gene Interation",""
"SMO","Gene","inhibitor","IPI-926","Drug","DGidb","Drug-Gene Interation",""
"CDK2","Gene","inhibitor","BOHEMINE","Drug","DGidb","Drug-Gene Interation",""
"TPBG","Gene","antibody","ANATUMOMAB MAFENATOX","Drug","DGidb","Drug-Gene Interation",""
"TACR1","Gene","agonist","[125I]SP (HUMAN, MOUSE, RAT)","Drug","DGidb","Drug-Gene Interation",""
"AR","Gene","antagonist","NILUTAMIDE","Drug","DGidb","Drug-Gene Interation",""
"FGFR1","Gene","inhibitor","SURUFATINIB","Drug","DGidb","Drug-Gene Interation",""
"KDR","Gene","inhibitor","BRIVANIB","Drug","DGidb","Drug-Gene Interation",""
"CCR2","Gene","allosteric modulator","JNJ-27141491","Drug","DGidb","Drug-Gene Interation",""
"SCN3A","Gene","blocker","GNE-616","Drug","DGidb","Drug-Gene Interation",""
"TNFRSF8","Gene","antibody","BRENTUXIMAB VEDOTIN","Drug","DGidb","Drug-Gene Interation",""
"SLC22A1","Gene","inhibitor","CLONIDINE","Drug","DGidb","Drug-Gene Interation",""
"ITPR1","Gene","antagonist","PIP2","Drug","DGidb","Drug-Gene Interation",""
"PIK3CA","Gene","inhibitor","RECILISIB","Drug","DGidb","Drug-Gene Interation",""
"NTRK1","Gene","inhibitor","COMPOUND 1D","Drug","DGidb","Drug-Gene Interation","21493067"
"ASIC3","Gene","activator","AGMATINE","Drug","DGidb","Drug-Gene Interation",""
"JAK3","Gene","inhibitor","BMS-911543","Drug","DGidb","Drug-Gene Interation",""
"GABRA2","Gene","agonist","PIPERIDINE-4-SULPHONIC ACID","Drug","DGidb","Drug-Gene Interation",""
"KDR","Gene","inhibitor","OSI-632","Drug","DGidb","Drug-Gene Interation",""
"FGFR2","Gene","inhibitor","AZD4547","Drug","DGidb","Drug-Gene Interation",""
"ADRA2C","Gene","agonist","ERGOTAMINE TARTRATE","Drug","DGidb","Drug-Gene Interation",""
"CSF1R","Gene","agonist","IL-34","Drug","DGidb","Drug-Gene Interation",""
"P2RX1","Gene","agonist","L-Î’Î“-MEATP","Drug","DGidb","Drug-Gene Interation",""
"SCN2A","Gene","blocker","ELPETRIGINE","Drug","DGidb","Drug-Gene Interation",""
"CHRNA6","Gene","antagonist","Î‘-CONOTOXIN PIA","Drug","DGidb","Drug-Gene Interation",""
"TRPC5","Gene","blocker","GALANGIN","Drug","DGidb","Drug-Gene Interation",""
"GNRHR","Gene","agonist","BUSERELIN","Drug","DGidb","Drug-Gene Interation",""
"GPR18","Gene","agonist","ARACHIDONYLCYCLOPROPYLAMIDE","Drug","DGidb","Drug-Gene Interation",""
"SLC6A3","Gene","inhibitor","METHYLPHENIDATE","Drug","DGidb","Drug-Gene Interation",""
"HDAC2","Gene","inhibitor","KA1010","Drug","DGidb","Drug-Gene Interation",""
"GABRA1","Gene","positive modulator","SEVOFLURANE","Drug","DGidb","Drug-Gene Interation",""
"MAP2K6","Gene","inhibitor","TRAMETINIB","Drug","DGidb","Drug-Gene Interation",""
"PADI4","Gene","inhibitor","O-F-AMIDINE","Drug","DGidb","Drug-Gene Interation",""
"PRKD3","Gene","inhibitor","CRT 0066101","Drug","DGidb","Drug-Gene Interation",""
"OPRL1","Gene","agonist","[3H]N/OFQ","Drug","DGidb","Drug-Gene Interation",""
"CHRNB1","Gene","antagonist","GALLAMINE TRIETHIODIDE","Drug","DGidb","Drug-Gene Interation",""
"AKT2","Gene","inhibitor","CAPIVASERTIB","Drug","DGidb","Drug-Gene Interation",""
"ADORA2A","Gene","antagonist","V81444","Drug","DGidb","Drug-Gene Interation",""
"SCN3A","Gene","blocker","PRIMIDONE","Drug","DGidb","Drug-Gene Interation",""
"NR3C1","Gene","agonist","DIFLUPREDNATE","Drug","DGidb","Drug-Gene Interation",""
"P2RY1","Gene","agonist","2',3'-DDATP","Drug","DGidb","Drug-Gene Interation",""
"S1PR4","Gene","agonist","FINGOLIMOD HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"SCN3A","Gene","blocker","ROPIVACAINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"ADRA1D","Gene","antagonist","INDORAMIN","Drug","DGidb","Drug-Gene Interation",""
"SUCNR1","Gene","antagonist","COMPOUND 7E","Drug","DGidb","Drug-Gene Interation","21571530"
"ESR1","Gene","modulator","OSPEMIFENE","Drug","DGidb","Drug-Gene Interation",""
"PTGFR","Gene","agonist","BIMATOPROST","Drug","DGidb","Drug-Gene Interation",""
"PAH","Gene","activator","SAPROPTERIN DIHYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"FLT3","Gene","inhibitor","CRENOLANIB","Drug","DGidb","Drug-Gene Interation",""
"ADRA2A","Gene","antagonist","PHENTOLAMINE","Drug","DGidb","Drug-Gene Interation",""
"CACNA1B","Gene","blocker","LEVETIRACETAM","Drug","DGidb","Drug-Gene Interation",""
"SSTR4","Gene","agonist","NNC269100","Drug","DGidb","Drug-Gene Interation",""
"CHRM3","Gene","antagonist","FESOTERODINE FUMARATE","Drug","DGidb","Drug-Gene Interation",""
"VIPR1","Gene","agonist","PHV","Drug","DGidb","Drug-Gene Interation",""
"KAT8","Gene","inhibitor","MG149","Drug","DGidb","Drug-Gene Interation",""
"AURKA","Gene","inhibitor","AT-9283","Drug","DGidb","Drug-Gene Interation",""
"EGFR","Gene","inhibitor","mAb-425","Drug","DGidb","Drug-Gene Interation",""
"CNR2","Gene","agonist","BMS-202","Drug","DGidb","Drug-Gene Interation",""
"BACE2","Gene","inhibitor","EXAMPLE 41","Drug","DGidb","Drug-Gene Interation",""
"CHRNA7","Gene","agonist","[3H]AZ11637326","Drug","DGidb","Drug-Gene Interation",""
"TGFBR1","Gene","inhibitor","LDN-214117","Drug","DGidb","Drug-Gene Interation",""
"PDE10A","Gene","inhibitor","DIPYRIDAMOLE","Drug","DGidb","Drug-Gene Interation",""
"PTGER1","Gene","antagonist","MF266-1","Drug","DGidb","Drug-Gene Interation",""
"MAPK8","Gene","inhibitor","JNK INHIBITOR VIII","Drug","DGidb","Drug-Gene Interation",""
"GABRG3","Gene","blocker","PICROTOXIN","Drug","DGidb","Drug-Gene Interation",""
"HCK","Gene","inhibitor","BOSUTINIB","Drug","DGidb","Drug-Gene Interation",""
"NR3C1","Gene","agonist","HYDROCORTISONE CYPIONATE","Drug","DGidb","Drug-Gene Interation",""
"HDAC11","Gene","inhibitor","ENTINOSTAT","Drug","DGidb","Drug-Gene Interation",""
"NR1H3","Gene","agonist","PAXILLINE","Drug","DGidb","Drug-Gene Interation",""
"GPR52","Gene","agonist","COMPOUND 7A","Drug","DGidb","Drug-Gene Interation","24884590"
"HRH1","Gene","antagonist","TRIPROLIDINE","Drug","DGidb","Drug-Gene Interation",""
"TUBB1","Gene","inhibitor","IXABEPILONE","Drug","DGidb","Drug-Gene Interation",""
"GABRA1","Gene","positive modulator","PENTOBARBITAL","Drug","DGidb","Drug-Gene Interation",""
"HCK","Gene","inhibitor","ENMD-981693","Drug","DGidb","Drug-Gene Interation",""
"NR3C1","Gene","agonist","AZD9567","Drug","DGidb","Drug-Gene Interation",""
"TACR1","Gene","antagonist","VOFOPITANT","Drug","DGidb","Drug-Gene Interation",""
"PTGER2","Gene","agonist","PGD2","Drug","DGidb","Drug-Gene Interation",""
"GRIN3B","Gene","antagonist","ORPHENADRINE (CHLORIDE)","Drug","DGidb","Drug-Gene Interation",""
"CYP2C8","Gene","inhibitor","VOXELOTOR","Drug","DGidb","Drug-Gene Interation",""
