"InteractorA"	"Relation"	"InteractorB"
"GRIN2B"	"blocker"	"DIZOCILPINE"
"TUBB2A"	"inhibitor"	"VINBLASTINE SULFATE"
"PIK3R5"	"inhibitor"	"VS-5584"
"CXCR2"	"antagonist"	"NAVARIXIN HYDRATE"
"CCR4"	"antibody"	"MOGAMULIZUMAB"
"ADRB2"	"agonist"	"LAS190792"
"BTK"	"inhibitor"	"MSC-2364447"
"ESR2"	"agonist"	"CR 1447"
"SRC"	"inhibitor"	"GSK-3 INHIBITOR XIII"
"MAP2K1"	"inhibitor"	"MS432"
"PPARA"	"agonist"	"LY-510929"
"OPRM1"	"antagonist"	"LEVALLORPHAN TARTRATE"
"HTR1A"	"agonist"	"(R)-UH 301"
"ADRB3"	"antagonist"	"LEVOBUNOLOL"
"OPRM1"	"agonist"	"ADL5859"
"CHRNA1"	"agonist"	"SUCCINYLCHOLINE"
"LYN"	"inhibitor"	"SU6656"
"ADCY6"	"inhibitor"	"NKY80"
"PSMA8"	"inhibitor"	"BORTEZOMIB"
"GABRA1"	"positive modulator"	"ESZOPICLONE"
"ADRA1B"	"agonist"	"(-)-NORADRENALINE"
"SLC6A9"	"activator"	"GLYT1 INHIBITOR 51B"
"HRH3"	"agonist"	"CIPRALISANT"
"ADORA1"	"agonist"	"TECADENOSON"
"MTNR1B"	"agonist"	"[125I]DIV880"
"BDKRB2"	"agonist"	"[125I"
"FLT1"	"inhibitor"	"MOTESANIB"
"LCK"	"inhibitor"	"NEOLYMPHOSTIN A"
"KCNH7"	"blocker"	"TEDISAMIL"
"HTR1E"	"agonist"	"EMDT"
"ADRB1"	"agonist"	"EPINEPHRINE BITARTRATE"
"TRPV1"	"antagonist"	"MR-1817"
"FGFR1"	"inhibitor"	"DOVITINIB"
"TUBA4A"	"inhibitor"	"BRENTUXIMAB VEDOTIN"
"PRKCD"	"inhibitor"	"(7S)-HYDROXYL-STAUROSPORINE"
"MYH7"	"activator"	"OMECAMTIV MECARBIL"
"CNR1"	"agonist"	"NABILONE"
"CCR5"	"agonist"	"CCL4"
"CD86"	"inhibitor"	"BELATACEPT"
"NDUFB4"	"inhibitor"	"ME-344"
"BRAF"	"inhibitor"	"RO5212054"
"MS4A1"	"antibody"	"OBINUTUZUMAB"
"MAPK14"	"inhibitor"	"R-1487"
"MC2R"	"antagonist"	"ASIP"
"SCN10A"	"blocker"	"DIBUCAINE HYDROCHLORIDE"
"PDGFRB"	"inhibitor"	"MOTESANIB"
"RORC"	"agonist"	"GSK2981278"
"RARB"	"agonist"	"ADAPALENE"
"INSR"	"inhibitor"	"BMS-754807"
"SRC"	"inhibitor"	"DASATINIB"
"ADORA2B"	"antagonist"	"GS 6201"
"S1PR4"	"agonist"	"ETRASIMOD"
"PARP3"	"inhibitor"	"VELIPARIB"
"DRD5"	"antagonist"	"HALOPERIDOL"
"ACE"	"inhibitor"	"TRANDOLAPRIL"
"PDE7B"	"inhibitor"	"PENTOXIFYLLINE"
"JAK1"	"inhibitor"	"EXAMPLE 1"
"PIK3CD"	"inhibitor"	"KU-0060648"
"ADORA2B"	"antagonist"	"[3H]DPCPX"
"WDR5"	"antagonist"	"OICR-9429"
"ABL1"	"inhibitor"	"AT-9283"
"ACE"	"inhibitor"	"ENALAPRILAT"
"SSTR2"	"agonist"	"[125I"
"HTR7"	"agonist"	"(+)-LSD"
"KCNG2"	"blocker"	"TEDISAMIL"
"SSTR2"	"agonist"	"NODAGA"
"PDE4C"	"inhibitor"	"RO20-1724"
"FGFR3"	"inhibitor"	"NINTEDANIB"
"AKT3"	"allosteric modulator"	"MIRANSERTIB"
"PRKD1"	"inhibitor"	"SOPHORETIN"
"CDK4"	"inhibitor"	"ALVOCIDIB"
"ERBB2"	"inhibitor"	"FALNIDAMOL"
"SCN5A"	"blocker"	"PRILOCAINE"
"CLCNKB"	"activator"	"NIFLUMIC ACID"
"NPY2R"	"agonist"	"[D-TRP32]NPY"
"ERBB3"	"inhibitor"	"Patritumab"
"HTR2A"	"agonist"	"DONITRIPTAN"
"GRIN1"	"antagonist"	"AMANTADINE HYDROCHLORIDE"
"TRPV1"	"blocker"	"SB705498"
"PIK3R3"	"inhibitor"	"PILARALISIB"
"SLC6A1"	"inhibitor"	"TIAGABINE HYDROCHLORIDE"
"CHRM2"	"antagonist"	"TOLTERODINE TARTRATE"
"KIT"	"inhibitor"	"ENMD-2076"
"F2"	"inhibitor"	"DABIGATRAN"
"GABRD"	"positive modulator"	"TRIAZOLAM"
"PTGER3"	"agonist"	"[3H]PGE2"
"OPRM1"	"agonist"	"DIHYDROMORPHINE"
"GPR32"	"agonist"	"RESOLVIN D1"
"GIPR"	"antagonist"	"HUMAN GIP(3-30)NH2"
"TXNRD1"	"inhibitor"	"ARSENIC TRIOXIDE"
"HTR2B"	"agonist"	"(R)-DOI"
"FGFR2"	"inhibitor"	"INFIGRATINIB"
"GRIA4"	"positive modulator"	"FARAMPATOR"
"LTB4R"	"agonist"	"20-HYDROXY-LTB4"
"FLT1"	"inhibitor"	"AG-13958"
"S1PR1"	"agonist"	"CYM5181"
"BDKRB2"	"antagonist"	"JMV1431"
"FLT4"	"inhibitor"	"PEXMETINIB"
"CDK7"	"inhibitor"	"BMS-387032"
"FYN"	"inhibitor"	"XL-228"
"CYSLTR2"	"antagonist"	"POBILUKAST"
"AXL"	"inhibitor"	"MERESTINIB"
"EPHX2"	"inhibitor"	"PF750"
"GPR55"	"agonist"	"CP55,244"
"ACE"	"inhibitor"	"SPIRAPRIL"
"PSMD3"	"inhibitor"	"OPROZOMIB"
"MAP2K1"	"inhibitor"	"CI-1040"
"KLK3"	"inhibitor"	"APROTININ"
"NTRK2"	"inhibitor"	"AZD-7451"
"GABRQ"	"positive modulator"	"PENTOBARBITAL SODIUM"
"PSMC3IP"	"inhibitor"	"BORTEZOMIB"
"SCN10A"	"blocker"	"RUFINAMIDE"
"ALOX5"	"inhibitor"	"SULFASALAZINE"
"HTR2A"	"antagonist"	"TEDATIOXETINE"
"PSMB10"	"inhibitor"	"BORTEZOMIB"
"CHRNA3"	"partial agonist"	"LARAZOTIDE ACETATE"
"ADCYAP1R1"	"agonist"	"PG 99-465"
"GRM7"	"agonist"	"L-SERINE-O-PHOSPHATE"
"GRM2"	"allosteric modulator"	"JNJ-42153605"
"CSNK1A1"	"inhibitor"	"IC261"
"S1PR1"	"agonist"	"SAR247799"
"FLT1"	"inhibitor"	"TIVOZANIB"
"BTK"	"inhibitor"	"BTK INHIBITOR 4B"
"OPRK1"	"agonist"	"(-)-BREMAZOCINE"
"ECE1"	"inhibitor"	"DAGLUTRIL"
"NPY2R"	"agonist"	"[125I]PYY-(3-36) (HUMAN)"
"ATP4A"	"inhibitor"	"ESOMEPRAZOLE MAGNESIUM"
"GRIA1"	"antagonist"	"BECAMPANEL"
"SCN5A"	"blocker"	"FOSPHENYTOIN SODIUM"
"NPY5R"	"agonist"	"[PP1-17,ALA31,AIB32]NPY (HUMAN)"
"HCAR2"	"agonist"	"COMPOUND 2G"
"TLR2"	"agonist"	"DIPROVOCIM-1"
"HTR1D"	"antagonist"	"YOHIMBINE"
"SLC7A5"	"inhibitor"	"KYT-0353"
"PROKR1"	"antagonist"	"TRIAZINE COMPOUND PC10"
"SCN8A"	"blocker"	"QUINIDINE POLYGALACTURONATE"
"CDK9"	"inhibitor"	"TG02"
"HTR1F"	"agonist"	"ALMOTRIPTAN MALATE"
"ADRB2"	"agonist"	"OLODATEROL HYDROCHLORIDE"
"DRD2"	"agonist"	"ROPINIROLE"
"KCNN1"	"activator"	"GW542573X"
"OPRM1"	"allosteric modulator"	"BMS-986122"
"GRM4"	"allosteric modulator"	"VU0361737"
"MTNR1A"	"agonist"	"[3H]MELATONIN"
"CCR1"	"agonist"	"CCL14"
"CXCR3"	"antagonist"	"KALLSTROEMIN D"
"PTGES"	"inhibitor"	"COMPOUND 39"
"GRIA2"	"antagonist"	"BECAMPANEL"
"TUBA1A"	"inhibitor"	"TRASTUZUMAB EMTANSINE"
"TLR3"	"agonist"	"POLY(I:C)"
"KCNN4"	"activator"	"RILUZOLE"
"ADORA1"	"antagonist"	"LUF7602"
"MTNR1A"	"agonist"	"2"
"AVPR2"	"antagonist"	""
"HDAC6"	"inhibitor"	"ROMIDEPSIN"
"TRPA1"	"activator"	"O3"
"KCNS3"	"blocker"	"DALFAMPRIDINE"
"KCNH1"	"blocker"	"HALOPERIDOL"
"ADRA1A"	"agonist"	"NAPHAZOLINE HYDROCHLORIDE"
"HTR1D"	"agonist"	"RU 24969"
"PIK3C2G"	"inhibitor"	"PF-4691502"
"APLNR"	"agonist"	"COMPOUND 1"
"MC2R"	"agonist"	"[125I]ACTH-(1-24)"
"LSS"	"inhibitor"	"COMPOUND 4"
"DRD2"	"antagonist"	"CARPHENAZINE MALEATE"
"PIK3CB"	"inhibitor"	"BEZ235"
"HSP90AB1"	"inhibitor"	"GELDANAMYCIN"
"MAPK14"	"inhibitor"	"SKF-86002"
"MTNR1A"	"agonist"	"2-IODO-MELATONIN"
"DRD4"	"inverse agonist"	"HALOPERIDOL LACTATE"
"UTS2R"	"agonist"	"[3-IODO-TYR6]U-II-(4-11) (HUMAN)"
"NTSR1"	"antagonist"	"REMINERTANT"
"GRIK2"	"agonist"	"SYM2081"
"TAF1"	"inhibitor"	"BAY-299"
"PSMA6"	"inhibitor"	"CARFILZOMIB"
"CMKLR1"	"agonist"	"CHEMERIN C-TERMINAL PEPTIDE"
"PTGS2"	"inhibitor"	"IBUPROFEN LYSINE"
"EDNRB"	"antagonist"	"ENRASENTAN"
"PTGER1"	"agonist"	"SULPROSTONE"
"PIK3CB"	"inhibitor"	"DUVELISIB"
"CALCR"	"agonist"	"ADRENOMEDULLIN"
"GABRA4"	"positive modulator"	"PENTOBARBITAL SODIUM"
"ADRA1A"	"antagonist"	"S(+)-NIGULDIPINE"
"EPHX2"	"inhibitor"	"OXAPROZIN"
"GABRA3"	"positive modulator"	"OXAZEPAM"
"TNF"	"inhibitor"	"ONERCEPT"
"PDGFRB"	"inhibitor"	"SUNITINIB"
"CACNG6"	"modulator"	"GABAPENTIN"
"ADRB2"	"agonist"	"PROTOKYLOL HYDROCHLORIDE"
"GRM1"	"allosteric modulator"	"[18F]MK-1312"
"PIK3CD"	"inhibitor"	"PWT-33587"
"KCNA6"	"blocker"	"NERISPIRDINE"
"CHRM2"	"antagonist"	"FESOTERODINE FUMARATE"
"HRH1"	"antagonist"	"A-317920"
"JAK1"	"inhibitor"	"RUXOLITINIB"
"VEGFB"	"inhibitor"	"CONBERCEPT"
"DRD5"	"agonist"	"APOMORPHINE"
"PPARA"	"agonist"	"K-877"
"CALCR"	"agonist"	"Î‘-CGRP"
"CASR"	"allosteric modulator"	"(R)-2H"
"ADRA2A"	"agonist"	"XYLAZINE"
"GJB1"	"inhibitor"	"CARBENOXOLONE"
"PGR"	"agonist"	"DROSPIRENONE"
"IKBKB"	"inhibitor"	"MLN-0415"
"HCRTR1"	"antagonist"	"ALMOREXANT"
"AVPR2"	"antagonist"	"D(CH2)"
"FDPS"	"inhibitor"	"PAMIDRONIC ACID"
"KCNJ4"	"blocker"	"ZN2+"
"ADORA1"	"antagonist"	"MRS1754"
"CHRNA9"	"antagonist"	"[3H]Î‘-BUNGAROTOXIN"
"SSTR5"	"antagonist"	"PRL-2915"
"NDUFS1"	"inhibitor"	"METFORMIN HYDROCHLORIDE"
"DPP4"	"inhibitor"	"COMPOUND 9"
"KCNN3"	"blocker"	"P05"
"KMT5C"	"inhibitor"	"A-196"
"AR"	"modulator"	"ENOBOSARM"
"RXFP3"	"agonist"	"EUROPIUM-LABELLED RELAXIN-3-B/INSL5 A CHIMERA"
"GRM4"	"allosteric modulator"	"COMPOUND 22A"
"TUBA3D"	"inhibitor"	"INDIBULIN"
"GRIN2A"	"antagonist"	"NERAMEXANE MESYLATE"
"TUBA3D"	"inhibitor"	"ERIBULIN MESYLATE"
"OXTR"	"antagonist"	"L-368,930"
"ADRB3"	"antagonist"	"CARVEDILOL PHOSPHATE"
"FPR2"	"agonist"	"F PEPTIDE"
"GRPR"	"agonist"	"LITORIN"
"NFKB2"	"inhibitor"	"BORTEZOMIB"
"DRD3"	"antagonist"	"THIORIDAZINE HYDROCHLORIDE"
"ERBB2"	"inhibitor"	"CANERTINIB"
"PKN1"	"inhibitor"	"RKI-1447"
"HDAC8"	"inhibitor"	"GIVINOSTAT"
"SLC6A4"	"inhibitor"	"NEFAZODONE"
"CASR"	"allosteric modulator"	"CALINDOL"
"HBB"	"negative modulator"	"EFAPROXIRAL"
"FGFR4"	"inhibitor"	"LY2874455"
"TRPM2"	"activator"	"OAADPR"
"HTR1E"	"agonist"	"BRL-15572"
"BIRC3"	"inhibitor"	"SM-122"
"GABRB3"	"positive modulator"	"METHARBITAL"
"CHRM3"	"antagonist"	"HEXOCYCLIUM METHYLSULFATE"
"DRD4"	"antagonist"	"OLANZAPINE"
"PDE2A"	"inhibitor"	"EHNA"
"ADRA2A"	"agonist"	"OXYMETAZOLINE HYDROCHLORIDE"
"CDK1"	"inhibitor"	"CDK4 INHIBITOR"
"JAK2"	"inhibitor"	"UPADACITINIB"
"CDK4"	"inhibitor"	"Riviciclib"
"CHRM3"	"agonist"	"METHACHOLINE CHLORIDE"
"WEE1"	"inhibitor"	"MK 1775"
"HTR6"	"antagonist"	"IDALOPIRDINE"
"AURKB"	"inhibitor"	"ILORASERTIB"
"GGPS1"	"inhibitor"	"COMPOUND 16"
"HTR2C"	"antagonist"	"ESMIRTAZAPINE MALEATE"
"CA4"	"inhibitor"	"METHAZOLAMIDE"
"GABRA5"	"positive modulator"	"PRAZEPAM"
"KCNK3"	"blocker"	"DOXAPRAM HYDROCHLORIDE"
"EHMT2"	"inhibitor"	"UNC0638"
"PIK3CD"	"inhibitor"	"BKM120"
"HDAC2"	"inhibitor"	"TACEDINALINE"
"OPRK1"	"agonist"	"UFP-512"
"GPR15"	"agonist"	"GPR15L (71-81)"
"ADORA2A"	"antagonist"	"PSB-10"
"HTR2C"	"antagonist"	"ROXINDOLE"
"GABRA4"	"positive modulator"	"PENTOBARBITAL"
"FDFT1"	"inhibitor"	"LAPAQUISTAT ACETATE"
"STK33"	"inhibitor"	"COMPOUND 1"
"HDAC6"	"inhibitor"	"TRICHOSTATIN A"
"GABRG2"	"positive modulator"	"THIOPENTAL SODIUM"
"NRAS"	"inhibitor"	"LONAFARNIB"
"KCNA2"	"blocker"	"DALFAMPRIDINE"
"FLT4"	"inhibitor"	"E-3810"
"CHEK1"	"inhibitor"	"MK-8776"
"CA12"	"inhibitor"	"ACETAZOLAMIDE SODIUM"
"OPRM1"	"agonist"	"DIPHENOXYLATE HYDROCHLORIDE"
"JAK3"	"inhibitor"	"BARICITINIB"
"MAP4K3"	"inhibitor"	"COMPOUND 8H"
"GSK3B"	"inhibitor"	"COMPOUND 5B"
"ADRA2C"	"agonist"	"NORADRENALINE"
"CHRM3"	"antagonist"	"DAROTROPIUM BROMIDE"
"MAP2K2"	"inhibitor"	"RG-7304"
"RPE65"	"inhibitor"	"EMIXUSTAT"
"OPRD1"	"antagonist"	"NALOXONE"
"PDE3B"	"inhibitor"	"PENTOXIFYLLINE"
"KCNQ2"	"activator"	"FLINDOKALNER"
"PTGER2"	"antagonist"	"AH6809"
"CAPN2"	"inhibitor"	"COMPOUND 19"
"BACE1"	"inhibitor"	"LANABECESTAT"
"CHRM3"	"allosteric modulator"	"GÃ– 7874"
"PPARA"	"agonist"	"AD-5061"
"HTR2A"	"antagonist"	"PRUVANSERIN"
"P2RX7"	"allosteric modulator"	"POLYMYXIN B"
"KCNQ1"	"blocker"	"3S,4R-293B"
"PTK6"	"inhibitor"	"COMPOUND 19A"
"MKNK2"	"inhibitor"	"MELK-TI"
"GRIN2D"	"antagonist"	"GV196771A"
"HDAC3"	"inhibitor"	"VALPROIC ACID"
"ADRB2"	"antagonist"	"ALPRENOLOL"
"CNR1"	"agonist"	"[3H]CP55940"
"JAK2"	"inhibitor"	"DELGOCITINIB"
"NPY5R"	"agonist"	"NPY-(13-36) (PIG)"
"AURKA"	"inhibitor"	"GSK1070916"
"PTGS2"	"inhibitor"	"AMINOSALICYLATE POTASSIUM"
"HCAR2"	"allosteric modulator"	"COMPOUND 42"
"UTS2R"	"agonist"	"FL104"
"ERG"	"blocker"	"DOFETILIDE"
"CHRNA1"	"antagonist"	"MIVACURIUM CHLORIDE"
"CACNA1D"	"blocker"	"DRONEDARONE HYDROCHLORIDE"
"GABRB1"	"agonist"	"GABOXADOL"
"PIK3CG"	"inhibitor"	"GSK2636771"
"FAAH2"	"inhibitor"	"LY2077855"
"MMP13"	"inhibitor"	"BATIMASTAT"
"PIK3CB"	"inhibitor"	"SERABELISIB"
"PTGS2"	"inhibitor"	"KETOPROFEN"
"MC5R"	"antagonist"	"HS024"
"RAF1"	"antisense oligonucleotide"	"ISIS 5132"
"TAOK3"	"inhibitor"	"COMPOUND 89S"
"AURKC"	"inhibitor"	"DANUSERTIB"
"AVPR2"	"agonist"	"OXYTOCIN"
"AURKA"	"inhibitor"	"AMG-900"
"MLST8"	"inhibitor"	"AZD8055"
"CACNA1G"	"blocker"	"BEPRIDIL HYDROCHLORIDE"
"EGFR"	"inhibitor"	"VANDETANIB"
"MTOR"	"inhibitor"	"SAMOTOLISIB"
"FGFR3"	"inhibitor"	"XL-999"
"RRM1"	"inhibitor"	"GALLIUM NITRATE"
"TLR7"	"antagonist"	"HYDROXYCHLOROQUINE"
"HTR1A"	"agonist"	"VILAZODONE"
"KCNMA1"	"blocker"	"IBERIOTOXIN"
"KCNK3"	"activator"	"HALOTHANE"
"ERAP1"	"inhibitor"	"COMPOUND 17"
"INPP5A"	"inhibitor"	"COMPOUND 5"
"CACNA1C"	"modulator"	"IMAGABALIN"
"SSTR3"	"agonist"	"[111IN,90Y]DOTA-NOC"
"LTK"	"inhibitor"	"GILTERITINIB"
"AR"	"inhibitor"	"ODM-201"
"HTR2A"	"antagonist"	"LY215840"
"PPARG"	"agonist"	"FARGLITAZAR"
"GRM2"	"allosteric modulator"	"4-MPPTS"
"DRD2"	"partial agonist"	"BREXPIPRAZOLE"
"KCNN2"	"inhibitor"	"APAMIN"
"HTR2A"	"antagonist"	"L-741,626"
"CPM"	"inhibitor"	"COMPOUND 3"
"MAPK14"	"inhibitor"	"RWJ-67657"
"HTR1D"	"agonist"	"[3H]5-CT"
"MAPK1"	"inhibitor"	"COMPOUND 27"
"FLT3"	"inhibitor"	"SITRAVATINIB"
"ADRA2C"	"antagonist"	"YOHIMBINE"
"FGFR2"	"inhibitor"	"LENVATINIB"
"HGF"	"antibody"	"RILOTUMUMAB"
"MAP2K1"	"inhibitor"	"AZD6244"
"SMO"	"inhibitor"	"LDE 225"
"CNR2"	"agonist"	"GW842166X"
"HMGCR"	"inhibitor"	"ROSUVASTATIN"
"CHRM1"	"antagonist"	"4-DAMP"
"CHRNA4"	"agonist"	"TC-6499"
"MAPK14"	"inhibitor"	"AZD-6703"
"ADRA1A"	"agonist"	"MEPHENTERMINE SULFATE"
"MET"	"inhibitor"	"TIVANTINIB"
"CMA1"	"inhibitor"	"JNJ-10311795"
"CCR2"	"antagonist"	"TAK-779"
"TUBB3"	"inhibitor"	"BRENTUXIMAB VEDOTIN"
"CDK18"	"inhibitor"	"AZD-5438"
"MLNR"	"agonist"	"[L-BPA5,ILE13]MOTILIN (HUMAN)"
"CHRM1"	"antagonist"	"CLIDINIUM BROMIDE"
"P2RY4"	"agonist"	"(N)METHANOCARBA-UTP"
"CACNA1D"	"modulator"	"GABAPENTIN"
"NR1H2"	"agonist"	"L-783483"
"PRKX"	"inhibitor"	"GSK690693"
"MERTK"	"inhibitor"	"RIPK1 INHIBITOR 22B"
"ESRRB"	"agonist"	"DAIDZEIN"
"GABRE"	"positive modulator"	"HALOTHANE"
"ADRB1"	"antagonist"	"PENBUTOLOL SULFATE"
"ADRB2"	"antagonist"	"NEBIVOLOL HYDROCHLORIDE"
"SPHK1"	"inhibitor"	"SLM6071469"
"RARA"	"antagonist"	"RO 41-5253"
"MAP2K1"	"inhibitor"	"TRAMETINIB DIMETHYL SULFOXIDE"
"ACACA"	"inhibitor"	"COMPOUND 21"
"EPHB1"	"inhibitor"	"VANDETANIB"
"CHEK2"	"inhibitor"	"CCT241533"
"MAPK9"	"inhibitor"	"RGB-286638"
"VKORC1"	"inhibitor"	"PHENINDIONE"
"ADORA2A"	"antagonist"	"MRS1042"
"GRIA1"	"antagonist"	"TEZAMPANEL"
"NAT1"	"inhibitor"	"NEFAZODONE HYDROCHLORIDE"
"SLC10A2"	"inhibitor"	"264W94"
"OPRK1"	"antagonist"	"5'-GUANIDINONALTRINDOLE"
"ADRA1B"	"antagonist"	"INDORAMIN"
"DRD2"	"agonist"	"SUMANIROLE"
"ACVRL1"	"inhibitor"	"COMPOUND 13R"
"PIK3CD"	"inhibitor"	"PICTILISIB"
"ADRB1"	"antagonist"	"NEBIVOLOL HYDROCHLORIDE"
"BCL2L2"	"inhibitor"	"NAVITOCLAX"
"NDUFA9"	"inhibitor"	"NV-128"
"ADORA2B"	"antagonist"	"THEOPHYLLINE"
"TNFSF13B"	"inhibitor"	"BLISIBIMOD"
"PRKAB1"	"activator"	"MT47-100"
"PIK3CD"	"inhibitor"	"PKI-587"
"NPFFR1"	"agonist"	"NEUROPEPTIDE FF"
"CHRM4"	"antagonist"	"TOLTERODINE"
"MLNR"	"agonist"	"[D-BPA5,ILE13]MOTILIN (HUMAN)"
"IL4"	"inhibitor"	"PASCOLIZUMAB"
"GABBR2"	"agonist"	"Lesogaberan"
"SCN1A"	"blocker"	"MEPHENYTOIN"
"SCN11A"	"blocker"	"FOSPHENYTOIN SODIUM"
"HTR1A"	"agonist"	"FLIBANSERIN"
"JAK3"	"inhibitor"	"LASW1393"
"RXRB"	"agonist"	"ACITRETIN"
"BDKRB2"	"antagonist"	"FR173657"
"MC4R"	"agonist"	"RY764"
"CACNG3"	"modulator"	"GABAPENTIN"
"PSMB3"	"inhibitor"	"IXAZOMIB CITRATE"
"SCN3A"	"blocker"	"MERETHOXYLLINE PROCAINE"
"HTR1A"	"agonist"	"PERGOLIDE"
"AURKA"	"inhibitor"	"SNS-314"
"FFAR1"	"agonist"	"ROSIGLITAZONE"
"ESR1"	"agonist"	"ESTRADIOL ACETATE"
"SCN8A"	"blocker"	"NKTR-171"
"GABRA1"	"positive modulator"	"INDIPLON"
"ADORA3"	"agonist"	"REGADENOSON"
"HTR2B"	"agonist"	"ERGOTAMINE"
"HCAR2"	"agonist"	"MK 6892"
"PPARG"	"agonist"	"LINOLEIC ACID"
"PIK3R4"	"inhibitor"	"BYL719"
"CDK9"	"inhibitor"	"KINASE INHIBITOR 2"
"FPR3"	"agonist"	"HUMANIN"
"PREP"	"inhibitor"	"POSTSTATIN"
"PIK3C2A"	"inhibitor"	"BYL719"
"MAP2K1"	"inhibitor"	"BINIMETINIB"
"ERBB4"	"inhibitor"	"JNJ-26483327"
"PDGFRB"	"inhibitor"	"PK10571"
"NTRK2"	"inhibitor"	"AZD1332"
"PRKCG"	"inhibitor"	"ENZASTAURIN"
"GRM8"	"allosteric modulator"	"AZ12216052"
"SCN9A"	"blocker"	"LIDOCAINE"
"NR3C1"	"agonist"	"METHYLPREDNISOLONE"
"PIK3CA"	"inhibitor"	"GDC-0032"
"HRH3"	"agonist"	"GR 175737"
"PIK3C2G"	"inhibitor"	"BEZ235"
"KCNN2"	"activator"	"CYPPA"
"RYR3"	"antagonist"	"DANTROLENE SODIUM"
"XPNPEP2"	"inhibitor"	"APSTATIN"
"ABL1"	"inhibitor"	"COMPOUND 24"
"PIK3CB"	"inhibitor"	"LY 294002"
"CSF1R"	"inhibitor"	"BLZ945"
"MTOR"	"inhibitor"	"PI-103"
"ERBB2"	"inhibitor"	"AZD8931"
"TUBB8"	"inhibitor"	"PACLITAXEL"
"HDAC11"	"inhibitor"	"KA1010"
"TUBB6"	"inhibitor"	"FOSBRETABULIN DISODIUM"
"TRPC1"	"blocker"	"2-APB"
"BDKRB1"	"agonist"	"T-KININ"
"ADCYAP1R1"	"agonist"	"[ARG16]CHICKEN SECRETIN"
"GUCY1B1"	"activator"	"SODIUM NITROPRUSSIDE"
"ADRA1A"	"agonist"	"EPINEPHRINE"
"SLC1A2"	"inhibitor"	"SYM2081"
"TRPV2"	"blocker"	"LA3+"
"CHRM4"	"allosteric modulator"	"STRYCHNINE"
"KCNS2"	"blocker"	"GUANIDINE HYDROCHLORIDE"
"BRAF"	"inhibitor"	"REGORAFENIB"
"FLT4"	"inhibitor"	"LENVATINIB"
"GABRQ"	"positive modulator"	"ESTAZOLAM"
"GJD4"	"inhibitor"	"OCTANOL"
"CHRM1"	"allosteric modulator"	"VU0029767"
"PTGER4"	"agonist"	"BERAPROST"
"ADRB1"	"agonist"	"MIRABEGRON"
"TUBA4A"	"inhibitor"	"DOCETAXEL HYDRATE"
"CPB1"	"inhibitor"	"COMPOUND 3"
"SSTR3"	"agonist"	"OCTREOTIDE"
"MCL1"	"antagonist"	"VENETOCLAX"
"CDK9"	"inhibitor"	"TRILACICLIB"
"CHRM3"	"antagonist"	"AFDX384"
"PAK4"	"inhibitor"	"PF-3758309"
"SRC"	"inhibitor"	"CCT241161"
"ADRB2"	"agonist"	"ALBUTEROL"
"FLT4"	"inhibitor"	"BRIVANIB ALANINATE"
"GABRR3"	"agonist"	"5-ME-IAA"
"ESR1"	"modulator"	"ACOLBIFENE"
"ASIC3"	"blocker"	"DIMINAZENE"
"PTGS2"	"inhibitor"	"INDOMETHACIN SODIUM"
"NOS2"	"inhibitor"	"GW274150"
"KCNN4"	"blocker"	"NITRENDIPINE"
"TACR2"	"antagonist"	"GR94800"
"MVD"	"inhibitor"	"6-FLUOROMEVALONATE 5-DIPHOSPHATE"
"P2RY12"	"antagonist"	"CLOPIDOGREL BISULFATE"
"MAP2K1"	"inhibitor"	"AZD8330"
"CXCR4"	"antagonist"	"MSX-122"
"CA5A"	"activator"	"HISTAMINE"
"SLC18A2"	"inhibitor"	"[125I]IODOVINYL-TBZ"
"GABRA6"	"blocker"	"PICROTOXIN"
"EDNRA"	"antagonist"	"ENRASENTAN"
"GJD3"	"inhibitor"	"FLUFENAMIC ACID"
"AVPR1A"	"antagonist"	"TOLVAPTAN"
"HCRTR1"	"antagonist"	"LEMBOREXANT"
"NDUFAF4"	"inhibitor"	"METFORMIN HYDROCHLORIDE"
"IRAK4"	"inhibitor"	"COMPOUND 7"
"HRH1"	"antagonist"	"LEVOCABASTINE HYDROCHLORIDE"
"PTGIR"	"agonist"	"TAPROSTENE"
"SSTR1"	"agonist"	"CST-17"
"PIK3CA"	"inhibitor"	"PILARALISIB"
"PIK3CA"	"inhibitor"	"PWT-33587"
"KDR"	"inhibitor"	"COMPOUND 19A"
"CXCR4"	"agonist"	"CXCL12Î?"
"UGCG"	"inhibitor"	"ELIGLUSTAT TARTRATE"
"ADRA1B"	"antagonist"	"PRAZOSIN HYDROCHLORIDE"
"KDR"	"inhibitor"	"CABOZANTINIB"
"CDK9"	"inhibitor"	"ICEC0942"
"MMP15"	"inhibitor"	"SL422"
"ASIC3"	"activator"	"ARCAINE"
"ESR2"	"modulator"	"RALOXIFENE HYDROCHLORIDE"
"HTR1D"	"agonist"	"RIZATRIPTAN BENZOATE"
"ESR1"	"agonist"	"MK-6913"
"MT-ND5"	"inhibitor"	"ME-344"
"SMO"	"inhibitor"	"IPI-926"
"CDK2"	"inhibitor"	"BOHEMINE"
"TPBG"	"antibody"	"ANATUMOMAB MAFENATOX"
"TACR1"	"agonist"	"[125I]SP (HUMAN, MOUSE, RAT)"
"AR"	"antagonist"	"NILUTAMIDE"
"FGFR1"	"inhibitor"	"SURUFATINIB"
