"InteractorA"	"Relation"	"InteractorB"
"Nerve Growth Factor"	"CAV1"	"ALZHEIMER DISEASE 3"
"Nerve Growth Factor"	"NTF3"	"ALZHEIMER DISEASE 3"
"Nerve Growth Factor"	"NTF3"	"ALZHEIMER DISEASE"
"Nerve Growth Factor"	"NGF"	"ALZHEIMER DISEASE 3"
"Nerve Growth Factor"	"NGF"	"ALZHEIMER DISEASE"
"Acetylcholine"	"SUCLA2"	"ALZHEIMER DISEASE 3"
"Acetylcholine"	"NGF"	"ALZHEIMER DISEASE 3"
"Becaplermin"	"VEGFA"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Becaplermin"	"BCL2"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Becaplermin"	"BCL2"	"LUNG CANCER"
"Becaplermin"	"MMP2"	"LUNG CANCER"
"Becaplermin"	"PIK3CB"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Becaplermin"	"MAPK14"	"LUNG CANCER"
"Becaplermin"	"SETD2"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Becaplermin"	"SETD2"	"LUNG CANCER"
"Becaplermin"	"STAT3"	"LUNG CANCER"
"Becaplermin"	"MAPK8"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Becaplermin"	"MAPK8"	"LUNG CANCER"
"Vitamin D"	"AR"	"BREAST CANCER"
"Vitamin D"	"AR"	"PANCREATIC CANCER"
"Vitamin D"	"IMPACT"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Vitamin D"	"IMPACT"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Vitamin D"	"IMPACT"	"OBESITY"
"Vitamin D"	"CAD"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Vitamin D"	"CAD"	"RHEUMATOID ARTHRITIS"
"Vitamin D"	"CAD"	"OBESITY"
"Vitamin D"	"CAD"	"ALZHEIMER DISEASE"
"Vitamin D"	"CAD"	"TYPE 2 DIABETES MELLITUS"
"Vitamin D"	"CAD"	"KAWASAKI DISEASE"
"Vitamin D"	"TP53"	"BREAST CANCER"
"Vitamin D"	"TP53"	"TYPE 1 DIABETES MELLITUS"
"Vitamin D"	"TP53"	"PANCREATIC CANCER"
"Vitamin D"	"DFFB"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Vitamin D"	"DFFB"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Vitamin D"	"DFFB"	"OBESITY"
"Vitamin D"	"DFFB"	"ALZHEIMER DISEASE"
"Vitamin D"	"DFFB"	"TYPE 1 DIABETES MELLITUS"
"Vitamin D"	"DFFB"	"TYPE 2 DIABETES MELLITUS"
"Vitamin D"	"ACOD1"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Vitamin D"	"ACOD1"	"RHEUMATOID ARTHRITIS"
"Vitamin D"	"ACOD1"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Vitamin D"	"ACOD1"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Vitamin D"	"ACOD1"	"ALZHEIMER DISEASE 3"
"Vitamin D"	"ACOD1"	"OBESITY"
"Vitamin D"	"ACOD1"	"ALZHEIMER DISEASE"
"Vitamin D"	"ACOD1"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Vitamin D"	"ACOD1"	"TYPE 1 DIABETES MELLITUS"
"Vitamin D"	"ACOD1"	"TYPE 2 DIABETES MELLITUS"
"Vitamin D"	"IGHD1-14"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Vitamin D"	"IGHD1-14"	"TYPE 1 DIABETES MELLITUS"
"Testosterone"	"IFNG"	"OBESITY"
"Cannabidiol"	"MAPT"	"SUPRANUCLEAR PALSY, PROGRESSIVE, 1"
"Cannabidiol"	"SNCA"	"SUPRANUCLEAR PALSY, PROGRESSIVE, 1"
"Glutathione"	"MCIDAS"	"SCHIZOPHRENIA"
"Glutathione"	"PTGES"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Glutathione"	"COPD"	"LUNG CANCER"
"Interferon alfa"	"ETS1"	"RHEUMATOID ARTHRITIS"
"Interferon alfa"	"ETS1"	"GASTRIC CANCER"
"Interferon alfa"	"ETS1"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interferon alfa"	"ETS1"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Interferon alfa"	"ETS1"	"LUNG CANCER"
"Interferon alfa"	"TNF"	"GASTRIC CANCER"
"Interferon alfa"	"TNF"	"WILSON DISEASE"
"Interferon alfa"	"TNF"	"DOWN SYNDROME"
"Interferon alfa"	"TNF"	"PEELING SKIN SYNDROME 1"
"Interferon alfa"	"SOAT1"	"TYPE 1 DIABETES MELLITUS"
"Interferon alfa"	"SOCS3"	"GASTRIC CANCER"
"Interferon alfa"	"SOCS3"	"TYPE 1 DIABETES MELLITUS"
"Interferon alfa"	"MIR122"	"BILIARY CIRRHOSIS, PRIMARY, 1"
"Interferon alfa"	"MIR122"	"GASTRIC CANCER"
"Interferon alfa"	"ESR1"	"BILIARY CIRRHOSIS, PRIMARY, 1"
"Interferon alfa"	"ESR1"	"GASTRIC CANCER"
"Interferon alfa"	"ESR1"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Interferon alfa"	"ESR1"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"IFNB1"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interferon alfa"	"IL22"	"BLOOD GROUP, Ss"
"Interferon alfa"	"IL22"	"RHEUMATOID ARTHRITIS"
"Interferon alfa"	"IL22"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interferon alfa"	"IL22"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Interferon alfa"	"IL22"	"PEELING SKIN SYNDROME 1"
"Interferon alfa"	"IL22"	"TYPE 1 DIABETES MELLITUS"
"Interferon alfa"	"IL22"	"LUNG CANCER"
"Interferon alfa"	"PSMD9"	"GASTRIC CANCER"
"Interferon alfa"	"HAVCR2"	"BLOOD GROUP, Ss"
"Interferon alfa"	"HAVCR2"	"GASTRIC CANCER"
"Interferon alfa"	"HAVCR2"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interferon alfa"	"HAVCR2"	"LEUKEMIA, ACUTE MYELOID"
"Interferon alfa"	"HAVCR2"	"TYPE 1 DIABETES MELLITUS"
"Interferon alfa"	"ADAR"	"GASTRIC CANCER"
"Interferon alfa"	"ABCG2"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa"	"ABCG2"	"GASTRIC CANCER"
"Interferon alfa"	"ABCG2"	"LEUKEMIA, ACUTE MYELOID"
"Interferon alfa"	"ABCG2"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"VEGFA"	"GASTRIC CANCER"
"Interferon alfa"	"VEGFA"	"LEUKEMIA, ACUTE MYELOID"
"Interferon alfa"	"VEGFA"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"PTK2B"	"GASTRIC CANCER"
"Interferon alfa"	"STING1"	"GASTRIC CANCER"
"Interferon alfa"	"SPI1"	"RHEUMATOID ARTHRITIS"
"Interferon alfa"	"SPI1"	"LEUKEMIA, ACUTE MYELOID"
"Interferon alfa"	"SPI1"	"LUNG CANCER"
"Interferon alfa"	"PSS"	"BILIARY CIRRHOSIS, PRIMARY, 1"
"Interferon alfa"	"BCL2"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"BCL2"	"RHEUMATOID ARTHRITIS"
"Interferon alfa"	"BCL2"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa"	"BCL2"	"GASTRIC CANCER"
"Interferon alfa"	"BCL2"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Interferon alfa"	"BCL2"	"LUNG CANCER"
"Interferon alfa"	"MIR20A"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"MIR20A"	"RHEUMATOID ARTHRITIS"
"Interferon alfa"	"MIR20A"	"GASTRIC CANCER"
"Interferon alfa"	"MIR20A"	"LUNG CANCER"
"Interferon alfa"	"WNT5A"	"GASTRIC CANCER"
"Interferon alfa"	"WNT5A"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"PTK2"	"GASTRIC CANCER"
"Interferon alfa"	"PTK2"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"IRF5"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"IRF5"	"TYPE 1 DIABETES MELLITUS"
"Interferon alfa"	"IRF1"	"GASTRIC CANCER"
"Interferon alfa"	"MTOR"	"RHEUMATOID ARTHRITIS"
"Interferon alfa"	"MTOR"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa"	"MTOR"	"GASTRIC CANCER"
"Interferon alfa"	"MTOR"	"DOWN SYNDROME"
"Interferon alfa"	"MTOR"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"MTOR"	"CARONTE"
"Interferon alfa"	"MTOR"	"LUNG CANCER"
"Interferon alfa"	"DAPK1"	"GASTRIC CANCER"
"Interferon alfa"	"DAPK1"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"PIK3CG"	"GASTRIC CANCER"
"Interferon alfa"	"AICDA"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa"	"AICDA"	"GASTRIC CANCER"
"Interferon alfa"	"EIF2AK2"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"TBX21"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa"	"TBX21"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interferon alfa"	"NFATC1"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"NFATC1"	"BILIARY CIRRHOSIS, PRIMARY, 1"
"Interferon alfa"	"NFATC1"	"LUNG CANCER"
"Interferon alfa"	"PTEN"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa"	"PTEN"	"GASTRIC CANCER"
"Interferon alfa"	"PTEN"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"MAP2K7"	"RHEUMATOID ARTHRITIS"
"Interferon alfa"	"MAP2K7"	"GASTRIC CANCER"
"Interferon alfa"	"MAP2K7"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Interferon alfa"	"MAP2K7"	"LEUKEMIA, ACUTE MYELOID"
"Interferon alfa"	"MAP2K7"	"CARONTE"
"Interferon alfa"	"MAP2K7"	"LUNG CANCER"
"Interferon alfa"	"HSPG2"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interferon alfa"	"SOCS1"	"GASTRIC CANCER"
"Interferon alfa"	"SOCS1"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Interferon alfa"	"SOCS1"	"LEUKEMIA, ACUTE MYELOID"
"Interferon alfa"	"SOCS1"	"TYPE 1 DIABETES MELLITUS"
"Interferon alfa"	"RELA"	"RHEUMATOID ARTHRITIS"
"Interferon alfa"	"RELA"	"GASTRIC CANCER"
"Interferon alfa"	"RELA"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"IFNA1"	"BLOOD GROUP, Ss"
"Interferon alfa"	"IFNA1"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa"	"IFNA1"	"LEUKEMIA, ACUTE MYELOID"
"Interferon alfa"	"CD274"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"CD274"	"GASTRIC CANCER"
"Interferon alfa"	"CD274"	"LEUKEMIA, ACUTE MYELOID"
"Interferon alfa"	"CD274"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"EGFR"	"GASTRIC CANCER"
"Interferon alfa"	"EGFR"	"LEUKEMIA, ACUTE MYELOID"
"Interferon alfa"	"LY96"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"MAF"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"TNFAIP3"	"BLOOD GROUP, Ss"
"Interferon alfa"	"TNFAIP3"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"TNFAIP3"	"RHEUMATOID ARTHRITIS"
"Interferon alfa"	"TNFAIP3"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa"	"TNFAIP3"	"GASTRIC CANCER"
"Interferon alfa"	"TNFAIP3"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interferon alfa"	"TNFAIP3"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"TNFAIP3"	"PEELING SKIN SYNDROME 1"
"Interferon alfa"	"TNFAIP3"	"TYPE 1 DIABETES MELLITUS"
"Interferon alfa"	"MMP9"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa"	"MMP9"	"GASTRIC CANCER"
"Interferon alfa"	"CDKN1C"	"GASTRIC CANCER"
"Interferon alfa"	"TLR4"	"BLOOD GROUP, Ss"
"Interferon alfa"	"TLR4"	"GASTRIC CANCER"
"Interferon alfa"	"SLC2A1"	"GASTRIC CANCER"
"Interferon alfa"	"SLC2A1"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"CASP3"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"AXL"	"GASTRIC CANCER"
"Interferon alfa"	"AXL"	"LEUKEMIA, ACUTE MYELOID"
"Interferon alfa"	"DUSP12"	"GASTRIC CANCER"
"Interferon alfa"	"DUSP12"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Interferon alfa"	"MET"	"RHEUMATOID ARTHRITIS"
"Interferon alfa"	"MET"	"GASTRIC CANCER"
"Interferon alfa"	"ASF1A"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interferon alfa"	"TNFRSF1A"	"RHEUMATOID ARTHRITIS"
"Interferon alfa"	"TNFRSF1A"	"LUNG CANCER"
"Interferon alfa"	"MAPK1"	"GASTRIC CANCER"
"Interferon alfa"	"MAPK1"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"MAPK1"	"TYPE 1 DIABETES MELLITUS"
"Interferon alfa"	"SUPT20H"	"GASTRIC CANCER"
"Interferon alfa"	"DDIT3"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa"	"DDIT3"	"GASTRIC CANCER"
"Interferon alfa"	"DDIT3"	"LUNG CANCER"
"Interferon alfa"	"BTG3"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"BTG3"	"GASTRIC CANCER"
"Interferon alfa"	"IL15"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"IL15"	"LEUKEMIA, ACUTE MYELOID"
"Interferon alfa"	"CELIAC2"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"CELIAC2"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interferon alfa"	"IL17A"	"GASTRIC CANCER"
"Interferon alfa"	"IL17A"	"PEELING SKIN SYNDROME 1"
"Interferon alfa"	"EZH2"	"GASTRIC CANCER"
"Interferon alfa"	"EZH2"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"STAT4"	"BLOOD GROUP, Ss"
"Interferon alfa"	"STAT4"	"GASTRIC CANCER"
"Interferon alfa"	"HGF"	"GASTRIC CANCER"
"Interferon alfa"	"HGF"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Interferon alfa"	"TIMP1"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"TIMP1"	"RHEUMATOID ARTHRITIS"
"Interferon alfa"	"TIMP1"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa"	"TIMP1"	"BILIARY CIRRHOSIS, PRIMARY, 1"
"Interferon alfa"	"TIMP1"	"GASTRIC CANCER"
"Interferon alfa"	"TIMP1"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interferon alfa"	"TIMP1"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Interferon alfa"	"TIMP1"	"TYPE 1 DIABETES MELLITUS"
"Interferon alfa"	"TIMP1"	"LUNG CANCER"
"Interferon alfa"	"FGF21"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interferon alfa"	"SETD2"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa"	"SETD2"	"GASTRIC CANCER"
"Interferon alfa"	"SETD2"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"SPP1"	"GASTRIC CANCER"
"Interferon alfa"	"SPP1"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"IFIH1"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interferon alfa"	"PTGS2"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"PTGS2"	"GASTRIC CANCER"
"Interferon alfa"	"PTGS2"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"STAT3"	"GASTRIC CANCER"
"Interferon alfa"	"STAT3"	"LEUKEMIA, ACUTE MYELOID"
"Interferon alfa"	"STAT3"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"STAT3"	"TYPE 1 DIABETES MELLITUS"
"Interferon alfa"	"IL18"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"IL18"	"GASTRIC CANCER"
"Interferon alfa"	"IFNG"	"BLOOD GROUP, Ss"
"Interferon alfa"	"IFNG"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"IFNG"	"RHEUMATOID ARTHRITIS"
"Interferon alfa"	"IFNG"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa"	"IFNG"	"GASTRIC CANCER"
"Interferon alfa"	"IFNG"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interferon alfa"	"IFNG"	"TYPE 1 DIABETES MELLITUS"
"Interferon alfa"	"IFNG"	"LUNG CANCER"
"Interferon alfa"	"MAPK8"	"RHEUMATOID ARTHRITIS"
"Interferon alfa"	"MAPK8"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa"	"MAPK8"	"GASTRIC CANCER"
"Interferon alfa"	"MAPK8"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Interferon alfa"	"MAPK8"	"CARONTE"
"Interferon alfa"	"MAPK8"	"LUNG CANCER"
"Interferon alfa"	"IL6"	"GASTRIC CANCER"
"Interferon alfa"	"IL6"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interferon alfa"	"IL6"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"TNFSF11"	"AUTOIMMUNE DISEASE"
"Interferon alfa"	"TNFSF11"	"RHEUMATOID ARTHRITIS"
"Interferon alfa"	"TNFSF11"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa"	"TNFSF11"	"BILIARY CIRRHOSIS, PRIMARY, 1"
"Interferon alfa"	"TNFSF11"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interferon alfa"	"TNFSF11"	"TYPE 1 DIABETES MELLITUS"
"Interferon alfa"	"TNFSF11"	"LUNG CANCER"
"Interferon alfa"	"SRC"	"GASTRIC CANCER"
"Interferon alfa"	"SRC"	"NASOPHARYNGEAL CARCINOMA"
"Interferon alfa"	"PDCD1"	"GASTRIC CANCER"
"Interferon alfa"	"PDCD1"	"LEUKEMIA, ACUTE MYELOID"
"Interferon alfa-2b"	"TCF7L2"	"BREAST CANCER"
"Interferon alfa-2b"	"TCF7L2"	"GASTRIC CANCER"
"Interferon alfa-2b"	"MAPT"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa-2b"	"MAPT"	"GASTRIC CANCER"
"Interferon alfa-2b"	"MAPT"	"ALZHEIMER DISEASE 3"
"Interferon alfa-2b"	"SP1"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa-2b"	"SP1"	"GASTRIC CANCER"
"Interferon alfa-2b"	"SP1"	"ALZHEIMER DISEASE 3"
"Interferon alfa-2b"	"MLH1"	"BREAST CANCER"
"Interferon alfa-2b"	"MLH1"	"GASTRIC CANCER"
"Interferon alfa-2b"	"UTS2R"	"ALZHEIMER DISEASE 3"
"Interferon alfa-2b"	"UTS2R"	"TYPE 2 DIABETES MELLITUS"
"Interferon alfa-2b"	"INS"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interferon alfa-2b"	"INS"	"ALZHEIMER DISEASE 3"
"Interferon alfa-2b"	"MYC"	"GASTRIC CANCER"
"Interferon alfa-2b"	"MYC"	"ALZHEIMER DISEASE 3"
"Pioglitazone"	"DFFB"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Pioglitazone"	"DFFB"	"OBESITY"
"Pioglitazone"	"DFFB"	"ALZHEIMER DISEASE"
"Pioglitazone"	"DFFB"	"TYPE 2 DIABETES MELLITUS"
"Pioglitazone"	"ACOD1"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Pioglitazone"	"ACOD1"	"ALZHEIMER DISEASE"
"Pioglitazone"	"MCL1"	"OBESITY"
"Glucose"	"SERPINB3"	"BREAST CANCER"
"Glucose"	"SERPINB3"	"OBESITY"
"Glucose"	"SERPINB3"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Glucose"	"SERPINB3"	"PANCREATIC CANCER"
"Glucose"	"IFNG"	"ALZHEIMER DISEASE 3"
"Glucose"	"IFNG"	"PANCREATIC CANCER"
"Glucose"	"IGHD1-14"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Glucose"	"IGHD1-14"	"TYPE 1 DIABETES MELLITUS"
"Glucose"	"IGHD1-14"	"STROKE, ISCHEMIC"
"Hepatitis B Vaccine (Recombinant)"	"MTOR"	"CARONTE"
"Gefitinib"	"TAM"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Gefitinib"	"ASPH"	"NASOPHARYNGEAL CARCINOMA"
"Gefitinib"	"PIK3CA"	"PROSTATE CANCER"
"Gefitinib"	"PIK3CA"	"OVARIAN CANCER"
"Gefitinib"	"PIK3CA"	"PANCREATIC CANCER"
"Gefitinib"	"ATM"	"PROSTATE CANCER"
"Gefitinib"	"ATM"	"OVARIAN CANCER"
"Gefitinib"	"ATM"	"NASOPHARYNGEAL CARCINOMA"
"Gefitinib"	"ATM"	"PANCREATIC CANCER"
"Gefitinib"	"EGFR"	"PROSTATE CANCER"
"Gefitinib"	"EGFR"	"PANCREATIC CANCER"
"Gefitinib"	"ITK"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Gefitinib"	"ITK"	"PANCREATIC CANCER"
"Gefitinib"	"SERPINB3"	"BREAST CANCER"
"Gefitinib"	"SERPINB3"	"NASOPHARYNGEAL CARCINOMA"
"Gefitinib"	"SERPINB3"	"PANCREATIC CANCER"
"Endostatin"	"TWIST1"	"GASTRIC CANCER"
"Endostatin"	"TWIST1"	"NASOPHARYNGEAL CARCINOMA"
"Endostatin"	"TWIST1"	"LUNG CANCER"
"Endostatin"	"KDR"	"PANCREATIC CANCER"
"Endostatin"	"TNFSF10"	"NASOPHARYNGEAL CARCINOMA"
"Endostatin"	"SETD2"	"NASOPHARYNGEAL CARCINOMA"
"Endostatin"	"SETD2"	"PANCREATIC CANCER"
"Hydrocortisone"	"ACOD1"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Hydrocortisone"	"ACOD1"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Hydrocortisone"	"ACOD1"	"ALZHEIMER DISEASE"
"Insulin-like growth factor II"	"SHBG"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Insulin-like growth factor II"	"SHBG"	"PROSTATE CANCER"
"Insulin-like growth factor II"	"EREG"	"GASTRIC CANCER"
"Insulin-like growth factor II"	"EREG"	"ALZHEIMER DISEASE 3"
"Insulin-like growth factor II"	"EREG"	"OBESITY"
"Insulin-like growth factor II"	"EREG"	"LUNG CANCER"
"Insulin-like growth factor II"	"EREG"	"PANCREATIC CANCER"
"Insulin-like growth factor II"	"VEGFA"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Insulin-like growth factor II"	"VEGFA"	"GASTRIC CANCER"
"Insulin-like growth factor II"	"VEGFA"	"PROSTATE CANCER"
"Insulin-like growth factor II"	"VEGFA"	"ALZHEIMER DISEASE 3"
"Insulin-like growth factor II"	"VEGFA"	"LUNG CANCER"
"Insulin-like growth factor II"	"VEGFA"	"TYPE 2 DIABETES MELLITUS"
"Insulin-like growth factor II"	"VEGFA"	"PANCREATIC CANCER"
"Insulin-like growth factor II"	"BCL2"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Insulin-like growth factor II"	"BCL2"	"GASTRIC CANCER"
"Insulin-like growth factor II"	"BCL2"	"PARKINSON DISEASE, LATE-ONSET"
"Insulin-like growth factor II"	"BCL2"	"ALZHEIMER DISEASE 3"
"Insulin-like growth factor II"	"BCL2"	"OBESITY"
"Insulin-like growth factor II"	"BCL2"	"LUNG CANCER"
"Insulin-like growth factor II"	"BCL2"	"PANCREATIC CANCER"
"Insulin-like growth factor II"	"MAPT"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Insulin-like growth factor II"	"MAPT"	"GASTRIC CANCER"
"Insulin-like growth factor II"	"MAPT"	"PARKINSON DISEASE, LATE-ONSET"
"Insulin-like growth factor II"	"MAPT"	"ALZHEIMER DISEASE 3"
"Insulin-like growth factor II"	"MAPT"	"DEMENTIA, LEWY BODY"
"Insulin-like growth factor II"	"H19"	"PROSTATE CANCER"
"Insulin-like growth factor II"	"H19"	"TYPE 2 DIABETES MELLITUS"
"Insulin-like growth factor II"	"H19"	"PANCREATIC CANCER"
"Insulin-like growth factor II"	"CREB1"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Insulin-like growth factor II"	"CREB1"	"PROSTATE CANCER"
"Insulin-like growth factor II"	"CREB1"	"OBESITY"
"Insulin-like growth factor II"	"CREB1"	"TYPE 2 DIABETES MELLITUS"
"Insulin-like growth factor II"	"HNF4A"	"LUNG CANCER"
"Insulin-like growth factor II"	"HNF4A"	"PANCREATIC CANCER"
"Insulin-like growth factor II"	"PTEN"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Insulin-like growth factor II"	"PTEN"	"PANCREATIC CANCER"
"Insulin-like growth factor II"	"JUN"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Insulin-like growth factor II"	"JUN"	"GASTRIC CANCER"
"Insulin-like growth factor II"	"JUN"	"OBESITY"
"Insulin-like growth factor II"	"JUN"	"LUNG CANCER"
"Insulin-like growth factor II"	"JUN"	"PANCREATIC CANCER"
"Insulin-like growth factor II"	"SP1"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Insulin-like growth factor II"	"SP1"	"PROSTATE CANCER"
"Insulin-like growth factor II"	"SP1"	"OBESITY"
"Insulin-like growth factor II"	"SP1"	"PANCREATIC CANCER"
"Insulin-like growth factor II"	"EGR1"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Insulin-like growth factor II"	"EGR1"	"GASTRIC CANCER"
"Insulin-like growth factor II"	"EGR1"	"ALZHEIMER DISEASE 3"
